"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","16"
"Male","11"
"Bantar/Sardar",""
"Female","126"
"Male","124"
"Baraee",""
"Female","83"
"Male","84"
"Brahman - Hill",""
"Female","47"
"Male","26"
"Brahman - Tarai",""
"Female","83"
"Male","86"
"Byasi/Sauka",""
"Female","9"
"Male","9"
"Chamar/ Harijan/ Ram",""
"Female","740"
"Male","696"
"Dev",""
"Female","31"
"Male","39"
"Dhanuk",""
"Female","1025"
"Male","1005"
"Dhobi",""
"Female","162"
"Male","182"
"Dom",""
"Female","35"
"Male","38"
"Dusadh/ Pasawan/ Pasi",""
"Female","37"
"Male","29"
"Hajam/Thakur",""
"Female","228"
"Male","222"
"Halwai",""
"Female","102"
"Male","101"
"Kamar",""
"Female","7"
"Male","8"
"Kami",""
"Female","21"
"Male","26"
"Kathabaniyan",""
"Female","325"
"Male","335"
"Kayastha",""
"Female","20"
"Male","12"
"Khatwe",""
"Female","992"
"Male","938"
"Koiri/Kushwaha",""
"Female","232"
"Male","249"
"Kumhar",""
"Female","41"
"Male","38"
"Lodh",""
"Female","17"
"Male","15"
"Mali",""
"Female","9"
"Male","8"
"Mallaha",""
"Female","217"
"Male","248"
"Musahar",""
"Female","784"
"Male","757"
"Musalman",""
"Female","685"
"Male","641"
"Newar",""
"Female","7"
"Male","5"
"Others",""
"Female","43"
"Male","32"
"Rai",""
"Female","13"
"Male","9"
"Rajdhob",""
"Female","190"
"Male","165"
"Rajput",""
"Female","9"
"Male","11"
"Sarki",""
"Female","9"
"Male","9"
"Sudhi",""
"Female","87"
"Male","98"
"Tatma/Tatwa",""
"Female","178"
"Male","158"
"Teli",""
"Female","946"
"Male","937"
"Terai Others",""
"Female","608"
"Male","617"
"Tharu",""
"Female","12"
"Male","14"
"Undefined Others",""
"Female","7"
"Male","5"
"Yadav",""
"Female","3417"
"Male","3451"
