"Population by Educational Attainment","Number"
"Beginners",""
"Female","373"
"Male","386"
"","759"
"Graduate and Equivalent",""
"Female","29"
"Male","96"
"","125"
"Intermediate and Equivalent",""
"Female","162"
"Male","263"
"","425"
"Level not Stated",""
"Female","13"
"Male","9"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","1697"
"Male","1361"
"","3058"
"Non Formal Education",""
"Female","609"
"Male","416"
"","1025"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","33"
"","33"
"Primary Education (1-5 Class)",""
"Female","3082"
"Male","2938"
"","6020"
"Secondary Level (Class 9-10)",""
"Female","902"
"Male","826"
"","1728"
"SLC and Equivalent",""
"Female","803"
"Male","676"
"","1479"
