"Population by disability type","Number"
"Blind/low vision",""
"Female","58"
"Male","47"
"","105"
"Deaf/hard of hearing",""
"Female","42"
"Male","36"
"","78"
"Deaf-Blind",""
"Female","7"
"Male","1"
"","8"
"Intellectual disable",""
"Female","18"
"Male","32"
"","50"
"Mental disable",""
"Female","22"
"Male","17"
"","39"
"Multiple disable",""
"Female","18"
"Male","25"
"","43"
"No disability",""
"Female","12545"
"Male","9244"
"","21789"
"Physical",""
"Female","109"
"Male","158"
"","267"
"Speech problem",""
"Female","28"
"Male","47"
"","75"
