"Population by Single Year of Age","Number"
"0",""
"Female","263"
"Male","240"
"1",""
"Female","269"
"Male","248"
"10",""
"Female","547"
"Male","617"
"11",""
"Female","268"
"Male","222"
"12",""
"Female","355"
"Male","434"
"13",""
"Female","228"
"Male","264"
"14",""
"Female","260"
"Male","278"
"15",""
"Female","247"
"Male","308"
"16",""
"Female","266"
"Male","268"
"17",""
"Female","130"
"Male","159"
"18",""
"Female","209"
"Male","280"
"19",""
"Female","106"
"Male","113"
"2",""
"Female","365"
"Male","369"
"20",""
"Female","325"
"Male","378"
"21",""
"Female","124"
"Male","131"
"22",""
"Female","193"
"Male","195"
"23",""
"Female","208"
"Male","128"
"24",""
"Female","162"
"Male","115"
"25",""
"Female","400"
"Male","440"
"26",""
"Female","140"
"Male","140"
"27",""
"Female","118"
"Male","156"
"28",""
"Female","253"
"Male","218"
"29",""
"Female","81"
"Male","82"
"3",""
"Female","457"
"Male","407"
"30",""
"Female","384"
"Male","461"
"31",""
"Female","53"
"Male","100"
"32",""
"Female","156"
"Male","176"
"33",""
"Female","135"
"Male","73"
"34",""
"Female","101"
"Male","54"
"35",""
"Female","373"
"Male","448"
"36",""
"Female","97"
"Male","97"
"37",""
"Female","70"
"Male","61"
"38",""
"Female","202"
"Male","150"
"39",""
"Female","54"
"Male","45"
"4",""
"Female","460"
"Male","447"
"40",""
"Female","348"
"Male","470"
"41",""
"Female","52"
"Male","61"
"42",""
"Female","93"
"Male","89"
"43",""
"Female","82"
"Male","44"
"44",""
"Female","46"
"Male","32"
"45",""
"Female","229"
"Male","398"
"46",""
"Female","46"
"Male","53"
"47",""
"Female","33"
"Male","34"
"48",""
"Female","102"
"Male","60"
"49",""
"Female","30"
"Male","21"
"5",""
"Female","505"
"Male","585"
"50",""
"Female","239"
"Male","334"
"51",""
"Female","28"
"Male","24"
"52",""
"Female","51"
"Male","37"
"53",""
"Female","49"
"Male","27"
"54",""
"Female","28"
"Male","23"
"55",""
"Female","159"
"Male","229"
"56",""
"Female","27"
"Male","36"
"57",""
"Female","24"
"Male","21"
"58",""
"Female","76"
"Male","33"
"59",""
"Female","22"
"Male","21"
"6",""
"Female","450"
"Male","455"
"60",""
"Female","177"
"Male","261"
"61",""
"Female","13"
"Male","21"
"62",""
"Female","45"
"Male","44"
"63",""
"Female","28"
"Male","11"
"64",""
"Female","22"
"Male","18"
"65",""
"Female","143"
"Male","176"
"66",""
"Female","22"
"Male","21"
"67",""
"Female","15"
"Male","15"
"68",""
"Female","32"
"Male","48"
"69",""
"Female","20"
"Male","16"
"7",""
"Female","354"
"Male","461"
"70",""
"Female","128"
"Male","149"
"71",""
"Female","14"
"Male","15"
"72",""
"Female","27"
"Male","20"
"73",""
"Female","15"
"Male","8"
"74",""
"Female","4"
"Male","7"
"75",""
"Female","69"
"Male","81"
"76",""
"Female","6"
"Male","10"
"77",""
"Female","21"
"Male","4"
"78",""
"Female","6"
"Male","9"
"79",""
"Female","2"
"Male","2"
"8",""
"Female","527"
"Male","557"
"80",""
"Female","34"
"Male","28"
"81",""
"Female","5"
"Male","2"
"82",""
"Female","1"
"Male","1"
"83",""
"Female","0"
"Male","3"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","20"
"Male","16"
"9",""
"Female","244"
"Male","258"
