"Population by Single Year of Age","Number"
"0",""
"Female","162"
"Male","171"
"1",""
"Female","157"
"Male","135"
"10",""
"Female","246"
"Male","211"
"11",""
"Female","230"
"Male","203"
"12",""
"Female","239"
"Male","239"
"13",""
"Female","226"
"Male","239"
"14",""
"Female","237"
"Male","218"
"15",""
"Female","237"
"Male","243"
"16",""
"Female","213"
"Male","193"
"17",""
"Female","251"
"Male","227"
"18",""
"Female","197"
"Male","195"
"19",""
"Female","186"
"Male","149"
"2",""
"Female","146"
"Male","159"
"20",""
"Female","192"
"Male","133"
"21",""
"Female","137"
"Male","110"
"22",""
"Female","180"
"Male","112"
"23",""
"Female","167"
"Male","81"
"24",""
"Female","147"
"Male","95"
"25",""
"Female","179"
"Male","86"
"26",""
"Female","144"
"Male","73"
"27",""
"Female","161"
"Male","89"
"28",""
"Female","144"
"Male","86"
"29",""
"Female","110"
"Male","64"
"3",""
"Female","142"
"Male","164"
"30",""
"Female","165"
"Male","83"
"31",""
"Female","102"
"Male","64"
"32",""
"Female","120"
"Male","87"
"33",""
"Female","112"
"Male","57"
"34",""
"Female","87"
"Male","57"
"35",""
"Female","175"
"Male","105"
"36",""
"Female","97"
"Male","63"
"37",""
"Female","116"
"Male","69"
"38",""
"Female","84"
"Male","59"
"39",""
"Female","106"
"Male","57"
"4",""
"Female","183"
"Male","181"
"40",""
"Female","154"
"Male","103"
"41",""
"Female","88"
"Male","64"
"42",""
"Female","97"
"Male","73"
"43",""
"Female","85"
"Male","62"
"44",""
"Female","79"
"Male","55"
"45",""
"Female","134"
"Male","96"
"46",""
"Female","86"
"Male","72"
"47",""
"Female","91"
"Male","94"
"48",""
"Female","84"
"Male","79"
"49",""
"Female","80"
"Male","81"
"5",""
"Female","197"
"Male","173"
"50",""
"Female","117"
"Male","106"
"51",""
"Female","70"
"Male","76"
"52",""
"Female","84"
"Male","80"
"53",""
"Female","72"
"Male","56"
"54",""
"Female","55"
"Male","54"
"55",""
"Female","69"
"Male","71"
"56",""
"Female","71"
"Male","53"
"57",""
"Female","70"
"Male","52"
"58",""
"Female","52"
"Male","54"
"59",""
"Female","47"
"Male","51"
"6",""
"Female","172"
"Male","226"
"60",""
"Female","70"
"Male","80"
"61",""
"Female","37"
"Male","32"
"62",""
"Female","49"
"Male","57"
"63",""
"Female","43"
"Male","35"
"64",""
"Female","40"
"Male","33"
"65",""
"Female","65"
"Male","43"
"66",""
"Female","30"
"Male","30"
"67",""
"Female","45"
"Male","33"
"68",""
"Female","35"
"Male","42"
"69",""
"Female","23"
"Male","32"
"7",""
"Female","222"
"Male","211"
"70",""
"Female","43"
"Male","44"
"71",""
"Female","23"
"Male","17"
"72",""
"Female","37"
"Male","35"
"73",""
"Female","27"
"Male","22"
"74",""
"Female","13"
"Male","26"
"75",""
"Female","32"
"Male","24"
"76",""
"Female","22"
"Male","20"
"77",""
"Female","24"
"Male","31"
"78",""
"Female","27"
"Male","29"
"79",""
"Female","7"
"Male","9"
"8",""
"Female","181"
"Male","223"
"80",""
"Female","16"
"Male","14"
"81",""
"Female","10"
"Male","9"
"82",""
"Female","10"
"Male","8"
"83",""
"Female","8"
"Male","8"
"84",""
"Female","12"
"Male","8"
"85",""
"Female","32"
"Male","21"
"9",""
"Female","215"
"Male","207"
