"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","49"
"Male","38"
"Brahman - Hill",""
"Female","563"
"Male","523"
"Chhetri",""
"Female","2787"
"Male","2240"
"Damai/Dholi",""
"Female","253"
"Male","177"
"Gharti/Bhujel",""
"Female","84"
"Male","74"
"Gurung",""
"Female","703"
"Male","605"
"Kami",""
"Female","187"
"Male","146"
"Limbu",""
"Female","3001"
"Male","2481"
"Magar",""
"Female","569"
"Male","513"
"Newar",""
"Female","198"
"Male","176"
"Others",""
"Female","40"
"Male","43"
"Rai",""
"Female","325"
"Male","314"
"Sanyasi/Dasnami",""
"Female","28"
"Male","30"
"Sarki",""
"Female","58"
"Male","42"
"Sherpa",""
"Female","82"
"Male","85"
"Tamang",""
"Female","200"
"Male","168"
"Teli",""
"Female","11"
"Male","8"
"Thakuri",""
"Female","19"
"Male","24"
"Tharu",""
"Female","3"
"Male","10"
"Yakkha",""
"Female","46"
"Male","31"
