"Population by Educational Attainment","Number"
"Beginners",""
"Female","702"
"Male","764"
"","1466"
"Graduate and Equivalent",""
"Female","9"
"Male","41"
"","50"
"Intermediate and Equivalent",""
"Female","49"
"Male","120"
"","169"
"Level not Stated",""
"Female","16"
"Male","14"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","773"
"Male","1220"
"","1993"
"Non Formal Education",""
"Female","524"
"Male","392"
"","916"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"","7"
"Primary Education (1-5 Class)",""
"Female","3222"
"Male","4076"
"","7298"
"Secondary Level (Class 9-10)",""
"Female","232"
"Male","384"
"","616"
"SLC and Equivalent",""
"Female","216"
"Male","450"
"","666"
