"Population by Educational Attainment","Number"
"Beginners",""
"Female","99"
"Male","97"
"","196"
"Graduate and Equivalent",""
"Female","28"
"Male","103"
"","131"
"Intermediate and Equivalent",""
"Female","183"
"Male","229"
"","412"
"Level not Stated",""
"Female","44"
"Male","42"
"","86"
"Lower Secondary (Class 6-8)",""
"Female","1615"
"Male","1641"
"","3256"
"Non Formal Education",""
"Female","730"
"Male","802"
"","1532"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","20"
"","22"
"Primary Education (1-5 Class)",""
"Female","2652"
"Male","3019"
"","5671"
"Secondary Level (Class 9-10)",""
"Female","938"
"Male","880"
"","1818"
"SLC and Equivalent",""
"Female","519"
"Male","585"
"","1104"
