"Population by Educational Attainment","Number"
"Beginners",""
"Female","370"
"Male","412"
"","782"
"Graduate and Equivalent",""
"Female","24"
"Male","78"
"","102"
"Intermediate and Equivalent",""
"Female","214"
"Male","279"
"","493"
"Level not Stated",""
"Female","16"
"Male","21"
"","37"
"Lower Secondary (Class 6-8)",""
"Female","1247"
"Male","1450"
"","2697"
"Non Formal Education",""
"Female","611"
"Male","708"
"","1319"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","26"
"","32"
"Primary Education (1-5 Class)",""
"Female","3421"
"Male","4172"
"","7593"
"Secondary Level (Class 9-10)",""
"Female","470"
"Male","611"
"","1081"
"SLC and Equivalent",""
"Female","310"
"Male","364"
"","674"
