"Population by Educational Attainment","Number"
"Beginners",""
"Female","289"
"Male","285"
"","574"
"Graduate and Equivalent",""
"Female","9"
"Male","111"
"","120"
"Intermediate and Equivalent",""
"Female","104"
"Male","334"
"","438"
"Level not Stated",""
"Female","3"
"Male","6"
"","9"
"Lower Secondary (Class 6-8)",""
"Female","407"
"Male","656"
"","1063"
"Non Formal Education",""
"Female","61"
"Male","87"
"","148"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","46"
"","49"
"Primary Education (1-5 Class)",""
"Female","917"
"Male","1317"
"","2234"
"Secondary Level (Class 9-10)",""
"Female","190"
"Male","471"
"","661"
"SLC and Equivalent",""
"Female","167"
"Male","343"
"","510"
