"Population by Educational Attainment","Number"
"Beginners",""
"Female","134"
"Male","182"
"","316"
"Graduate and Equivalent",""
"Female","21"
"Male","97"
"","118"
"Intermediate and Equivalent",""
"Female","133"
"Male","307"
"","440"
"Level not Stated",""
"Female","12"
"Male","11"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","578"
"Male","1141"
"","1719"
"Non Formal Education",""
"Female","174"
"Male","117"
"","291"
"Others",""
"Female","6"
"Male","8"
"","14"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","20"
"","20"
"Primary Education (1-5 Class)",""
"Female","1997"
"Male","2133"
"","4130"
"Secondary Level (Class 9-10)",""
"Female","266"
"Male","598"
"","864"
"SLC and Equivalent",""
"Female","132"
"Male","412"
"","544"
