"Population by disability type","Number"
"Blind/low vision",""
"Female","78"
"Male","67"
"","145"
"Deaf/hard of hearing",""
"Female","69"
"Male","71"
"","140"
"Deaf-Blind",""
"Female","2"
"Male","4"
"","6"
"Intellectual disable",""
"Female","11"
"Male","9"
"","20"
"Mental disable",""
"Female","17"
"Male","11"
"","28"
"Multiple disable",""
"Female","13"
"Male","22"
"","35"
"No disability",""
"Female","7836"
"Male","7660"
"","15496"
"Physical",""
"Female","156"
"Male","203"
"","359"
"Speech problem",""
"Female","14"
"Male","29"
"","43"
