"Population by Educational Attainment","Number"
"Beginners",""
"Female","238"
"Male","251"
"Graduate and Equivalent",""
"Female","39"
"Male","75"
"Intermediate and Equivalent",""
"Female","131"
"Male","198"
"Level not Stated",""
"Female","5"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","1679"
"Male","1558"
"Non Formal Education",""
"Female","720"
"Male","699"
"Others",""
"Female","7"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","14"
"Primary Education (1-5 Class)",""
"Female","2642"
"Male","3079"
"Secondary Level (Class 9-10)",""
"Female","945"
"Male","872"
"SLC and Equivalent",""
"Female","503"
"Male","531"
