"Population by Educational Attainment","Number"
"Beginners",""
"Female","632"
"Male","647"
"","1279"
"Graduate and Equivalent",""
"Female","722"
"Male","1153"
"","1875"
"Intermediate and Equivalent",""
"Female","2173"
"Male","2595"
"","4768"
"Level not Stated",""
"Female","96"
"Male","132"
"","228"
"Lower Secondary (Class 6-8)",""
"Female","3678"
"Male","4279"
"","7957"
"Non Formal Education",""
"Female","1408"
"Male","1256"
"","2664"
"Others",""
"Female","14"
"Male","11"
"","25"
"Post Graduate Equivalent and Above",""
"Female","154"
"Male","388"
"","542"
"Primary Education (1-5 Class)",""
"Female","5257"
"Male","5853"
"","11110"
"Secondary Level (Class 9-10)",""
"Female","2696"
"Male","3147"
"","5843"
"SLC and Equivalent",""
"Female","2625"
"Male","3500"
"","6125"
