"Population by Mother tongue","Number"
"Bangla",""
"Female","5"
"Male","8"
"","13"
"Bhojpuri",""
"Female","81"
"Male","237"
"","318"
"Danuwar",""
"Female","4"
"Male","19"
"","23"
"Gurung",""
"Female","48"
"Male","50"
"","98"
"Hindi",""
"Female","42"
"Male","115"
"","157"
"Limbu",""
"Female","17"
"Male","27"
"","44"
"Magar",""
"Female","86"
"Male","104"
"","190"
"Maithili",""
"Female","127"
"Male","213"
"","340"
"Majhi",""
"Female","6"
"Male","7"
"","13"
"Nepali",""
"Female","16297"
"Male","15413"
"","31710"
"Newar",""
"Female","8724"
"Male","8311"
"","17035"
"Not Reported",""
"Female","34"
"Male","41"
"","75"
"Others",""
"Female","27"
"Male","30"
"","57"
"Rai",""
"Female","44"
"Male","44"
"","88"
"Rajsthani",""
"Female","10"
"Male","13"
"","23"
"Sherpa",""
"Female","7"
"Male","5"
"","12"
"Sunuwar",""
"Female","9"
"Male","14"
"","23"
"Tamang",""
"Female","2733"
"Male","2619"
"","5352"
"Tharu",""
"Female","20"
"Male","23"
"","43"
"Urdu",""
"Female","2"
"Male","12"
"","14"
