"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","4"
"Male","8"
"Badhaee",""
"Female","99"
"Male","81"
"Badi",""
"Female","19"
"Male","12"
"Bangali",""
"Female","28"
"Male","34"
"Baraee",""
"Female","220"
"Male","233"
"Brahman - Hill",""
"Female","188"
"Male","178"
"Brahman - Tarai",""
"Female","35"
"Male","38"
"Chamar/ Harijan/ Ram",""
"Female","1912"
"Male","1733"
"Chhetri",""
"Female","428"
"Male","394"
"Damai/Dholi",""
"Female","88"
"Male","83"
"Danuwar",""
"Female","439"
"Male","404"
"Dhanuk",""
"Female","646"
"Male","612"
"Dhobi",""
"Female","69"
"Male","54"
"Dom",""
"Female","106"
"Male","80"
"Dusadh/ Pasawan/ Pasi",""
"Female","779"
"Male","721"
"Gaderi/Bhedihar",""
"Female","348"
"Male","282"
"Gharti/Bhujel",""
"Female","75"
"Male","61"
"Hajam/Thakur",""
"Female","254"
"Male","263"
"Halwai",""
"Female","754"
"Male","734"
"Jhangad/ Dhagar",""
"Female","255"
"Male","213"
"Kalar",""
"Female","5"
"Male","9"
"Kalwar",""
"Female","221"
"Male","190"
"Kami",""
"Female","540"
"Male","485"
"Kathabaniyan",""
"Female","163"
"Male","190"
"Kayastha",""
"Female","76"
"Male","62"
"Kewat",""
"Female","301"
"Male","250"
"Khatwe",""
"Female","200"
"Male","185"
"Koche",""
"Female","25"
"Male","15"
"Koiri/Kushwaha",""
"Female","3220"
"Male","3134"
"Kumal",""
"Female","7"
"Male","6"
"Kumhar",""
"Female","48"
"Male","48"
"Kurmi",""
"Female","81"
"Male","82"
"Limbu",""
"Female","6"
"Male","7"
"Lohar",""
"Female","53"
"Male","46"
"Magar",""
"Female","1243"
"Male","1195"
"Majhi",""
"Female","10"
"Male","3"
"Mali",""
"Female","9"
"Male","15"
"Mallaha",""
"Female","852"
"Male","712"
"Marwadi",""
"Female","30"
"Male","32"
"Musahar",""
"Female","2030"
"Male","2106"
"Musalman",""
"Female","2037"
"Male","1734"
"Newar",""
"Female","456"
"Male","510"
"Nuniya",""
"Female","19"
"Male","17"
"Others",""
"Female","22"
"Male","28"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","7"
"Punjabi/Sikh",""
"Female","10"
"Male","7"
"Rai",""
"Female","178"
"Male","159"
"Rajput",""
"Female","44"
"Male","54"
"Sanyasi/Dasnami",""
"Female","119"
"Male","101"
"Sarki",""
"Female","182"
"Male","131"
"Sonar",""
"Female","118"
"Male","133"
"Sudhi",""
"Female","813"
"Male","857"
"Sunuwar",""
"Female","100"
"Male","95"
"Tamang",""
"Female","1412"
"Male","1341"
"Tatma/Tatwa",""
"Female","363"
"Male","294"
"Teli",""
"Female","1570"
"Male","1542"
"Terai Others",""
"Female","520"
"Male","474"
"Thakuri",""
"Female","80"
"Male","57"
"Tharu",""
"Female","203"
"Male","207"
"Undefined Others",""
"Female","41"
"Male","35"
"Yadav",""
"Female","2585"
"Male","2621"
