"Population by Educational Attainment","Number"
"Beginners",""
"Female","417"
"Male","465"
"Graduate and Equivalent",""
"Female","106"
"Male","403"
"Intermediate and Equivalent",""
"Female","533"
"Male","1077"
"Level not Stated",""
"Female","129"
"Male","131"
"Lower Secondary (Class 6-8)",""
"Female","2212"
"Male","2813"
"Non Formal Education",""
"Female","205"
"Male","234"
"Others",""
"Female","14"
"Male","17"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","126"
"Primary Education (1-5 Class)",""
"Female","5098"
"Male","5967"
"Secondary Level (Class 9-10)",""
"Female","1380"
"Male","2063"
"SLC and Equivalent",""
"Female","908"
"Male","1409"
