"Population by Single Year of Age","Number"
"0",""
"Female","403"
"Male","447"
"1",""
"Female","345"
"Male","335"
"10",""
"Female","881"
"Male","893"
"11",""
"Female","402"
"Male","389"
"12",""
"Female","704"
"Male","715"
"13",""
"Female","493"
"Male","457"
"14",""
"Female","459"
"Male","469"
"15",""
"Female","458"
"Male","527"
"16",""
"Female","422"
"Male","501"
"17",""
"Female","288"
"Male","347"
"18",""
"Female","472"
"Male","445"
"19",""
"Female","210"
"Male","233"
"2",""
"Female","518"
"Male","558"
"20",""
"Female","496"
"Male","401"
"21",""
"Female","181"
"Male","192"
"22",""
"Female","440"
"Male","322"
"23",""
"Female","236"
"Male","162"
"24",""
"Female","268"
"Male","199"
"25",""
"Female","679"
"Male","501"
"26",""
"Female","233"
"Male","196"
"27",""
"Female","234"
"Male","172"
"28",""
"Female","490"
"Male","297"
"29",""
"Female","104"
"Male","74"
"3",""
"Female","633"
"Male","606"
"30",""
"Female","781"
"Male","585"
"31",""
"Female","78"
"Male","69"
"32",""
"Female","327"
"Male","241"
"33",""
"Female","190"
"Male","114"
"34",""
"Female","140"
"Male","106"
"35",""
"Female","694"
"Male","698"
"36",""
"Female","155"
"Male","136"
"37",""
"Female","117"
"Male","107"
"38",""
"Female","300"
"Male","202"
"39",""
"Female","58"
"Male","86"
"4",""
"Female","616"
"Male","656"
"40",""
"Female","566"
"Male","675"
"41",""
"Female","56"
"Male","70"
"42",""
"Female","140"
"Male","194"
"43",""
"Female","91"
"Male","52"
"44",""
"Female","83"
"Male","58"
"45",""
"Female","466"
"Male","505"
"46",""
"Female","75"
"Male","69"
"47",""
"Female","45"
"Male","58"
"48",""
"Female","161"
"Male","106"
"49",""
"Female","37"
"Male","34"
"5",""
"Female","635"
"Male","690"
"50",""
"Female","372"
"Male","467"
"51",""
"Female","31"
"Male","41"
"52",""
"Female","77"
"Male","79"
"53",""
"Female","58"
"Male","21"
"54",""
"Female","39"
"Male","31"
"55",""
"Female","338"
"Male","368"
"56",""
"Female","43"
"Male","61"
"57",""
"Female","31"
"Male","38"
"58",""
"Female","90"
"Male","68"
"59",""
"Female","34"
"Male","21"
"6",""
"Female","608"
"Male","596"
"60",""
"Female","332"
"Male","391"
"61",""
"Female","32"
"Male","32"
"62",""
"Female","50"
"Male","56"
"63",""
"Female","36"
"Male","23"
"64",""
"Female","26"
"Male","15"
"65",""
"Female","204"
"Male","235"
"66",""
"Female","14"
"Male","17"
"67",""
"Female","9"
"Male","28"
"68",""
"Female","38"
"Male","30"
"69",""
"Female","7"
"Male","11"
"7",""
"Female","683"
"Male","591"
"70",""
"Female","159"
"Male","166"
"71",""
"Female","6"
"Male","4"
"72",""
"Female","23"
"Male","12"
"73",""
"Female","8"
"Male","3"
"74",""
"Female","4"
"Male","8"
"75",""
"Female","66"
"Male","87"
"76",""
"Female","4"
"Male","4"
"77",""
"Female","3"
"Male","8"
"78",""
"Female","11"
"Male","4"
"79",""
"Female","5"
"Male","3"
"8",""
"Female","821"
"Male","904"
"80",""
"Female","44"
"Male","41"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","3"
"Male","6"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","51"
"Male","53"
"9",""
"Female","459"
"Male","479"
