"Population by Educational Attainment","Number"
"Beginners",""
"Female","2212"
"Male","2462"
"","4674"
"Graduate and Equivalent",""
"Female","415"
"Male","1013"
"","1428"
"Intermediate and Equivalent",""
"Female","2858"
"Male","3297"
"","6155"
"Level not Stated",""
"Female","380"
"Male","436"
"","816"
"Lower Secondary (Class 6-8)",""
"Female","14308"
"Male","16693"
"","31001"
"Non Formal Education",""
"Female","7512"
"Male","7727"
"","15239"
"Others",""
"Female","45"
"Male","95"
"","140"
"Post Graduate Equivalent and Above",""
"Female","109"
"Male","529"
"","638"
"Primary Education (1-5 Class)",""
"Female","33420"
"Male","39061"
"","72481"
"Secondary Level (Class 9-10)",""
"Female","6522"
"Male","8198"
"","14720"
"SLC and Equivalent",""
"Female","4682"
"Male","6225"
"","10907"
