"Population by disability type","Number"
"Blind/low vision",""
"Female","44"
"Male","35"
"","79"
"Deaf/hard of hearing",""
"Female","11"
"Male","15"
"","26"
"Deaf-Blind",""
"Female","1"
"Male","1"
"","2"
"Intellectual disable",""
"Female","0"
"Male","2"
"","2"
"Mental disable",""
"Female","4"
"Male","12"
"","16"
"Multiple disable",""
"Female","2"
"Male","8"
"","10"
"No disability",""
"Female","16526"
"Male","18131"
"","34657"
"Physical",""
"Female","41"
"Male","65"
"","106"
"Speech problem",""
"Female","18"
"Male","21"
"","39"
