"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","18"
"Male","17"
"","35"
"Bin",""
"Female","144"
"Male","160"
"","304"
"Brahman - Hill",""
"Female","659"
"Male","708"
"","1367"
"Brahman - Tarai",""
"Female","713"
"Male","808"
"","1521"
"Chamar/ Harijan/ Ram",""
"Female","315"
"Male","361"
"","676"
"Chhetri",""
"Female","172"
"Male","162"
"","334"
"Dhanuk",""
"Female","40"
"Male","44"
"","84"
"Dhimal",""
"Female","12"
"Male","14"
"","26"
"Dhobi",""
"Female","198"
"Male","248"
"","446"
"Dhunia",""
"Female","42"
"Male","49"
"","91"
"Dom",""
"Female","37"
"Male","32"
"","69"
"Dusadh/ Pasawan/ Pasi",""
"Female","707"
"Male","784"
"","1491"
"Foreigner",""
"Female","5"
"Male","6"
"","11"
"Hajam/Thakur",""
"Female","195"
"Male","204"
"","399"
"Halkhor",""
"Female","100"
"Male","117"
"","217"
"Halwai",""
"Female","91"
"Male","82"
"","173"
"Kahar",""
"Female","178"
"Male","188"
"","366"
"Kalwar",""
"Female","760"
"Male","854"
"","1614"
"Kanu",""
"Female","634"
"Male","691"
"","1325"
"Kathabaniyan",""
"Female","583"
"Male","650"
"","1233"
"Kayastha",""
"Female","541"
"Male","533"
"","1074"
"Kewat",""
"Female","9"
"Male","9"
"","18"
"Koiri/Kushwaha",""
"Female","513"
"Male","558"
"","1071"
"Kumal",""
"Female","17"
"Male","20"
"","37"
"Kumhar",""
"Female","204"
"Male","235"
"","439"
"Kurmi",""
"Female","748"
"Male","831"
"","1579"
"Limbu",""
"Female","8"
"Male","6"
"","14"
"Lohar",""
"Female","348"
"Male","413"
"","761"
"Magar",""
"Female","14"
"Male","8"
"","22"
"Majhi",""
"Female","81"
"Male","89"
"","170"
"Mali",""
"Female","6"
"Male","7"
"","13"
"Mallaha",""
"Female","593"
"Male","678"
"","1271"
"Marwadi",""
"Female","151"
"Male","170"
"","321"
"Musahar",""
"Female","9"
"Male","11"
"","20"
"Musalman",""
"Female","2986"
"Male","3130"
"","6116"
"Newar",""
"Female","99"
"Male","88"
"","187"
"Nuniya",""
"Female","142"
"Male","156"
"","298"
"Others",""
"Female","26"
"Male","18"
"","44"
"Rajput",""
"Female","409"
"Male","449"
"","858"
"Sanyasi/Dasnami",""
"Female","196"
"Male","222"
"","418"
"Sonar",""
"Female","59"
"Male","70"
"","129"
"Sudhi",""
"Female","18"
"Male","22"
"","40"
"Tamang",""
"Female","5"
"Male","7"
"","12"
"Tatma/Tatwa",""
"Female","394"
"Male","416"
"","810"
"Teli",""
"Female","2058"
"Male","2365"
"","4423"
"Terai Others",""
"Female","216"
"Male","262"
"","478"
"Tharu",""
"Female","17"
"Male","28"
"","45"
"Yadav",""
"Female","1168"
"Male","1296"
"","2464"
"Yakkha",""
"Female","9"
"Male","14"
"","23"
