"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","63"
"Male","52"
"Bangali",""
"Female","9"
"Male","9"
"Baraee",""
"Female","508"
"Male","437"
"Bhote",""
"Female","165"
"Male","137"
"Bin",""
"Female","773"
"Male","702"
"Brahman - Hill",""
"Female","27"
"Male","26"
"Brahman - Tarai",""
"Female","115"
"Male","102"
"Chamar/ Harijan/ Ram",""
"Female","1046"
"Male","959"
"Chhetri",""
"Female","47"
"Male","35"
"Damai/Dholi",""
"Female","23"
"Male","14"
"Danuwar",""
"Female","1228"
"Male","1028"
"Dhanuk",""
"Female","443"
"Male","444"
"Dhobi",""
"Female","187"
"Male","181"
"Dhunia",""
"Female","102"
"Male","77"
"Dom",""
"Female","24"
"Male","31"
"Dusadh/ Pasawan/ Pasi",""
"Female","355"
"Male","298"
"Gaderi/Bhedihar",""
"Female","611"
"Male","512"
"Hajam/Thakur",""
"Female","434"
"Male","405"
"Halkhor",""
"Female","46"
"Male","36"
"Halwai",""
"Female","199"
"Male","202"
"Kalwar",""
"Female","331"
"Male","312"
"Kami",""
"Female","80"
"Male","78"
"Kathabaniyan",""
"Female","145"
"Male","126"
"Kayastha",""
"Female","39"
"Male","38"
"Kewat",""
"Female","2384"
"Male","2088"
"Khatwe",""
"Female","446"
"Male","406"
"Koiri/Kushwaha",""
"Female","330"
"Male","314"
"Kumal",""
"Female","45"
"Male","51"
"Kumhar",""
"Female","221"
"Male","222"
"Kurmi",""
"Female","221"
"Male","176"
"Limbu",""
"Female","10"
"Male","9"
"Lohar",""
"Female","156"
"Male","173"
"Magar",""
"Female","17"
"Male","9"
"Majhi",""
"Female","15"
"Male","20"
"Mali",""
"Female","31"
"Male","45"
"Mallaha",""
"Female","127"
"Male","130"
"Musahar",""
"Female","1095"
"Male","1101"
"Musalman",""
"Female","3998"
"Male","3451"
"Natuwa",""
"Female","44"
"Male","42"
"Newar",""
"Female","107"
"Male","76"
"Nuniya",""
"Female","9"
"Male","13"
"Others",""
"Female","35"
"Male","29"
"Sanyasi/Dasnami",""
"Female","7"
"Male","5"
"Sarbaria",""
"Female","116"
"Male","108"
"Sherpa",""
"Female","22"
"Male","19"
"Sonar",""
"Female","196"
"Male","159"
"Sudhi",""
"Female","1695"
"Male","1724"
"Sunuwar",""
"Female","118"
"Male","124"
"Tamang",""
"Female","22"
"Male","16"
"Tatma/Tatwa",""
"Female","380"
"Male","364"
"Teli",""
"Female","2159"
"Male","2117"
"Terai Others",""
"Female","1497"
"Male","1264"
"Tharu",""
"Female","24"
"Male","12"
"Undefined Others",""
"Female","9"
"Male","8"
"Yadav",""
"Female","4758"
"Male","4566"
"Yakkha",""
"Female","5"
"Male","8"
