"Population by Educational Attainment","Number"
"Beginners",""
"Female","161"
"Male","193"
"Graduate and Equivalent",""
"Female","67"
"Male","344"
"Intermediate and Equivalent",""
"Female","208"
"Male","559"
"Level not Stated",""
"Female","110"
"Male","117"
"Lower Secondary (Class 6-8)",""
"Female","1778"
"Male","2384"
"Non Formal Education",""
"Female","803"
"Male","871"
"Others",""
"Female","95"
"Male","101"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","73"
"Primary Education (1-5 Class)",""
"Female","4006"
"Male","4828"
"Secondary Level (Class 9-10)",""
"Female","679"
"Male","1300"
"SLC and Equivalent",""
"Female","604"
"Male","1416"
