"Population by Mother tongue","Number"
"Achhami",""
"Female","2"
"Male","9"
"Avadhi",""
"Female","53"
"Male","102"
"Bahing",""
"Female","22"
"Male","26"
"Baitadeli",""
"Female","7"
"Male","7"
"Bajjika",""
"Female","19"
"Male","62"
"Bangla",""
"Female","93"
"Male","230"
"Bantawa",""
"Female","203"
"Male","200"
"Bhojpuri",""
"Female","1209"
"Male","2916"
"Bhujel",""
"Female","4"
"Male","7"
"Chamling",""
"Female","209"
"Male","146"
"Chepang",""
"Female","15"
"Male","20"
"Chinese",""
"Female","7"
"Male","11"
"Danuwar",""
"Female","34"
"Male","55"
"Darai",""
"Female","8"
"Male","6"
"Dhimal",""
"Female","16"
"Male","13"
"Doteli",""
"Female","70"
"Male","150"
"Dungmali",""
"Female","12"
"Male","12"
"Dura",""
"Female","7"
"Male","8"
"English",""
"Female","166"
"Male","191"
"French",""
"Female","10"
"Male","8"
"Ghale",""
"Female","34"
"Male","28"
"Gurung",""
"Female","1291"
"Male","1211"
"Hindi",""
"Female","736"
"Male","1482"
"Jirel",""
"Female","25"
"Male","25"
"Khaling",""
"Female","19"
"Male","16"
"Kham",""
"Female","65"
"Male","50"
"Kulung",""
"Female","18"
"Male","20"
"Kumal",""
"Female","4"
"Male","10"
"Lapcha",""
"Female","11"
"Male","9"
"Lhomi",""
"Female","18"
"Male","16"
"Limbu",""
"Female","1129"
"Male","1052"
"Magar",""
"Female","2340"
"Male","2474"
"Maithili",""
"Female","3285"
"Male","6269"
"Majhi",""
"Female","62"
"Male","87"
"Mizo",""
"Female","10"
"Male","10"
"Nachhiring",""
"Female","20"
"Male","14"
"Nepali",""
"Female","63288"
"Male","64778"
"Newar",""
"Female","50706"
"Male","49631"
"Not Reported",""
"Female","110"
"Male","145"
"Oriya",""
"Female","16"
"Male","22"
"Others",""
"Female","536"
"Male","494"
"Pahari",""
"Female","6"
"Male","7"
"Puma",""
"Female","17"
"Male","7"
"Punjabi",""
"Female","51"
"Male","66"
"Rai",""
"Female","1974"
"Male","1801"
"Rajbanshi",""
"Female","36"
"Male","55"
"Rajsthani",""
"Female","116"
"Male","115"
"Sampang",""
"Female","34"
"Male","37"
"Santhali",""
"Female","7"
"Male","7"
"Sherpa",""
"Female","263"
"Male","215"
"Sign Language",""
"Female","6"
"Male","7"
"Sunuwar",""
"Female","265"
"Male","266"
"Tamang",""
"Female","8572"
"Male","8982"
"Thakali",""
"Female","69"
"Male","50"
"Thami",""
"Female","20"
"Male","31"
"Tharu",""
"Female","1007"
"Male","1459"
"Thulung",""
"Female","55"
"Male","64"
"Tibetan",""
"Female","319"
"Male","265"
"Uranw/Urau",""
"Female","10"
"Male","11"
"Urdu",""
"Female","183"
"Male","383"
"Wambule",""
"Female","40"
"Male","31"
"Yakkha",""
"Female","59"
"Male","43"
