"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","4"
"Male","9"
"Bin",""
"Female","903"
"Male","992"
"Brahman - Hill",""
"Female","95"
"Male","114"
"Brahman - Tarai",""
"Female","141"
"Male","167"
"Chamar/ Harijan/ Ram",""
"Female","825"
"Male","881"
"Chhetri",""
"Female","6"
"Male","6"
"Dhanuk",""
"Female","15"
"Male","17"
"Dhobi",""
"Female","490"
"Male","552"
"Dhunia",""
"Female","147"
"Male","146"
"Dom",""
"Female","45"
"Male","42"
"Dusadh/ Pasawan/ Pasi",""
"Female","940"
"Male","1070"
"Gaderi/Bhedihar",""
"Female","60"
"Male","49"
"Hajam/Thakur",""
"Female","456"
"Male","447"
"Kahar",""
"Female","211"
"Male","239"
"Kalwar",""
"Female","882"
"Male","891"
"Kami",""
"Female","15"
"Male","13"
"Kanu",""
"Female","816"
"Male","856"
"Kathabaniyan",""
"Female","205"
"Male","242"
"Kayastha",""
"Female","28"
"Male","30"
"Kewat",""
"Female","25"
"Male","23"
"Koiri/Kushwaha",""
"Female","1122"
"Male","1209"
"Kumhar",""
"Female","576"
"Male","617"
"Kurmi",""
"Female","31"
"Male","36"
"Lohar",""
"Female","292"
"Male","310"
"Mali",""
"Female","102"
"Male","110"
"Mallaha",""
"Female","1248"
"Male","1258"
"Musahar",""
"Female","142"
"Male","160"
"Musalman",""
"Female","186"
"Male","221"
"Nuniya",""
"Female","278"
"Male","288"
"Others",""
"Female","46"
"Male","28"
"Sanyasi/Dasnami",""
"Female","160"
"Male","191"
"Sonar",""
"Female","220"
"Male","225"
"Sudhi",""
"Female","310"
"Male","365"
"Sunuwar",""
"Female","16"
"Male","21"
"Tatma/Tatwa",""
"Female","522"
"Male","568"
"Teli",""
"Female","1903"
"Male","2091"
"Terai Others",""
"Female","78"
"Male","77"
"Tharu",""
"Female","18"
"Male","19"
"Yadav",""
"Female","3325"
"Male","3643"
"Yakkha",""
"Female","38"
"Male","30"
