"Population by Educational Attainment","Number"
"Beginners",""
"Female","128"
"Male","157"
"Graduate and Equivalent",""
"Female","26"
"Male","181"
"Intermediate and Equivalent",""
"Female","200"
"Male","581"
"Level not Stated",""
"Female","45"
"Male","50"
"Lower Secondary (Class 6-8)",""
"Female","796"
"Male","1565"
"Non Formal Education",""
"Female","31"
"Male","68"
"Others",""
"Female","7"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","49"
"Primary Education (1-5 Class)",""
"Female","2401"
"Male","3774"
"Secondary Level (Class 9-10)",""
"Female","311"
"Male","880"
"SLC and Equivalent",""
"Female","269"
"Male","878"
