"Population by Educational Attainment","Number"
"Beginners",""
"Female","300"
"Male","343"
"","643"
"Graduate and Equivalent",""
"Female","10"
"Male","61"
"","71"
"Intermediate and Equivalent",""
"Female","85"
"Male","189"
"","274"
"Level not Stated",""
"Female","19"
"Male","18"
"","37"
"Lower Secondary (Class 6-8)",""
"Female","1258"
"Male","1834"
"","3092"
"Non Formal Education",""
"Female","715"
"Male","522"
"","1237"
"Others",""
"Female","6"
"Male","6"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"","25"
"Primary Education (1-5 Class)",""
"Female","3545"
"Male","4146"
"","7691"
"Secondary Level (Class 9-10)",""
"Female","409"
"Male","769"
"","1178"
"SLC and Equivalent",""
"Female","264"
"Male","487"
"","751"
