"Population by Educational Attainment","Number"
"Beginners",""
"Female","131"
"Male","124"
"Graduate and Equivalent",""
"Female","23"
"Male","96"
"Intermediate and Equivalent",""
"Female","108"
"Male","142"
"Level not Stated",""
"Female","12"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1281"
"Male","1227"
"Non Formal Education",""
"Female","605"
"Male","494"
"Others",""
"Female","0"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","2322"
"Male","2474"
"Secondary Level (Class 9-10)",""
"Female","682"
"Male","818"
"SLC and Equivalent",""
"Female","496"
"Male","532"
