"Population by Single Year of Age","Number"
"0",""
"Female","171"
"Male","150"
"1",""
"Female","147"
"Male","183"
"10",""
"Female","233"
"Male","233"
"11",""
"Female","204"
"Male","195"
"12",""
"Female","252"
"Male","250"
"13",""
"Female","238"
"Male","232"
"14",""
"Female","255"
"Male","221"
"15",""
"Female","266"
"Male","231"
"16",""
"Female","235"
"Male","208"
"17",""
"Female","265"
"Male","255"
"18",""
"Female","237"
"Male","216"
"19",""
"Female","183"
"Male","118"
"2",""
"Female","188"
"Male","182"
"20",""
"Female","175"
"Male","125"
"21",""
"Female","144"
"Male","98"
"22",""
"Female","213"
"Male","100"
"23",""
"Female","145"
"Male","85"
"24",""
"Female","184"
"Male","82"
"25",""
"Female","179"
"Male","91"
"26",""
"Female","138"
"Male","70"
"27",""
"Female","112"
"Male","91"
"28",""
"Female","148"
"Male","94"
"29",""
"Female","98"
"Male","53"
"3",""
"Female","198"
"Male","184"
"30",""
"Female","177"
"Male","113"
"31",""
"Female","65"
"Male","55"
"32",""
"Female","113"
"Male","66"
"33",""
"Female","74"
"Male","53"
"34",""
"Female","68"
"Male","51"
"35",""
"Female","154"
"Male","103"
"36",""
"Female","79"
"Male","67"
"37",""
"Female","88"
"Male","58"
"38",""
"Female","103"
"Male","75"
"39",""
"Female","88"
"Male","50"
"4",""
"Female","186"
"Male","242"
"40",""
"Female","168"
"Male","112"
"41",""
"Female","73"
"Male","53"
"42",""
"Female","102"
"Male","83"
"43",""
"Female","94"
"Male","72"
"44",""
"Female","89"
"Male","67"
"45",""
"Female","143"
"Male","113"
"46",""
"Female","91"
"Male","84"
"47",""
"Female","81"
"Male","92"
"48",""
"Female","91"
"Male","92"
"49",""
"Female","86"
"Male","78"
"5",""
"Female","204"
"Male","206"
"50",""
"Female","171"
"Male","133"
"51",""
"Female","85"
"Male","77"
"52",""
"Female","89"
"Male","114"
"53",""
"Female","69"
"Male","63"
"54",""
"Female","64"
"Male","62"
"55",""
"Female","93"
"Male","83"
"56",""
"Female","63"
"Male","68"
"57",""
"Female","60"
"Male","68"
"58",""
"Female","66"
"Male","77"
"59",""
"Female","56"
"Male","48"
"6",""
"Female","214"
"Male","187"
"60",""
"Female","107"
"Male","90"
"61",""
"Female","53"
"Male","56"
"62",""
"Female","46"
"Male","49"
"63",""
"Female","44"
"Male","56"
"64",""
"Female","36"
"Male","50"
"65",""
"Female","64"
"Male","53"
"66",""
"Female","25"
"Male","34"
"67",""
"Female","51"
"Male","39"
"68",""
"Female","37"
"Male","57"
"69",""
"Female","24"
"Male","31"
"7",""
"Female","216"
"Male","219"
"70",""
"Female","59"
"Male","46"
"71",""
"Female","19"
"Male","18"
"72",""
"Female","25"
"Male","18"
"73",""
"Female","25"
"Male","26"
"74",""
"Female","18"
"Male","20"
"75",""
"Female","32"
"Male","26"
"76",""
"Female","12"
"Male","15"
"77",""
"Female","35"
"Male","28"
"78",""
"Female","33"
"Male","30"
"79",""
"Female","11"
"Male","6"
"8",""
"Female","217"
"Male","223"
"80",""
"Female","25"
"Male","26"
"81",""
"Female","8"
"Male","9"
"82",""
"Female","11"
"Male","15"
"83",""
"Female","11"
"Male","9"
"84",""
"Female","9"
"Male","13"
"85",""
"Female","56"
"Male","35"
"9",""
"Female","199"
"Male","196"
