"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","5"
"Male","36"
"Badi",""
"Female","127"
"Male","142"
"Bahing",""
"Female","7"
"Male","10"
"Bangali",""
"Female","149"
"Male","292"
"Bantaba",""
"Female","38"
"Male","40"
"Bantar/Sardar",""
"Female","19"
"Male","48"
"Baraee",""
"Female","55"
"Male","120"
"Bhote",""
"Female","105"
"Male","101"
"Bin",""
"Female","6"
"Male","10"
"Bote",""
"Female","12"
"Male","10"
"Brahman - Hill",""
"Female","28897"
"Male","30643"
"Brahman - Tarai",""
"Female","315"
"Male","468"
"Brahmu/ Baramo",""
"Female","78"
"Male","70"
"Byasi/Sauka",""
"Female","4"
"Male","9"
"Chamar/ Harijan/ Ram",""
"Female","70"
"Male","167"
"Chamling",""
"Female","103"
"Male","95"
"Chepang /Praja",""
"Female","45"
"Male","59"
"Chhantyal/Chhantel",""
"Female","7"
"Male","6"
"Chhetri",""
"Female","43206"
"Male","42653"
"Dalit Others",""
"Female","595"
"Male","632"
"Damai/Dholi",""
"Female","1215"
"Male","1169"
"Danuwar",""
"Female","579"
"Male","609"
"Darai",""
"Female","16"
"Male","20"
"Dev",""
"Female","7"
"Male","12"
"Dhanuk",""
"Female","148"
"Male","338"
"Dhimal",""
"Female","44"
"Male","48"
"Dhobi",""
"Female","95"
"Male","102"
"Dura",""
"Female","37"
"Male","35"
"Dusadh/ Pasawan/ Pasi",""
"Female","28"
"Male","61"
"Foreigner",""
"Female","313"
"Male","331"
"Gaine",""
"Female","10"
"Male","18"
"Ghale",""
"Female","213"
"Male","199"
"Gharti/Bhujel",""
"Female","418"
"Male","474"
"Gurung",""
"Female","2934"
"Male","2706"
"Hajam/Thakur",""
"Female","245"
"Male","510"
"Halwai",""
"Female","140"
"Male","224"
"Janajati Others",""
"Female","23"
"Male","27"
"Jhangad/ Dhagar",""
"Female","15"
"Male","24"
"Jirel",""
"Female","41"
"Male","46"
"Kahar",""
"Female","12"
"Male","20"
"Kalwar",""
"Female","499"
"Male","943"
"Kamar",""
"Female","1"
"Male","14"
"Kami",""
"Female","2439"
"Male","2731"
"Kanu",""
"Female","54"
"Male","172"
"Kathabaniyan",""
"Female","204"
"Male","373"
"Kayastha",""
"Female","351"
"Male","443"
"Kewat",""
"Female","22"
"Male","49"
"Khatwe",""
"Female","4"
"Male","57"
"Koche",""
"Female","4"
"Male","7"
"Koiri/Kushwaha",""
"Female","201"
"Male","498"
"Kulung",""
"Female","9"
"Male","11"
"Kumal",""
"Female","103"
"Male","155"
"Kumhar",""
"Female","21"
"Male","76"
"Kurmi",""
"Female","58"
"Male","187"
"Lepcha",""
"Female","38"
"Male","33"
"Lhomi",""
"Female","19"
"Male","18"
"Limbu",""
"Female","2235"
"Male","1992"
"Lohar",""
"Female","175"
"Male","431"
"Magar",""
"Female","10729"
"Male","10539"
"Majhi",""
"Female","550"
"Male","624"
"Mali",""
"Female","7"
"Male","17"
"Mallaha",""
"Female","22"
"Male","47"
"Marwadi",""
"Female","383"
"Male","419"
"Munda",""
"Female","20"
"Male","7"
"Musahar",""
"Female","11"
"Male","33"
"Musalman",""
"Female","942"
"Male","1910"
"Nachhiring",""
"Female","6"
"Male","5"
"Natuwa",""
"Female","5"
"Male","11"
"Newar",""
"Female","78584"
"Male","76101"
"Nuniya",""
"Female","27"
"Male","56"
"Others",""
"Female","255"
"Male","328"
"Pahari",""
"Female","1821"
"Male","1789"
"Punjabi/Sikh",""
"Female","100"
"Male","148"
"Rai",""
"Female","6464"
"Male","5856"
"Rajbansi",""
"Female","94"
"Male","123"
"Rajdhob",""
"Female","10"
"Male","18"
"Rajput",""
"Female","166"
"Male","264"
"Samgpang",""
"Female","15"
"Male","17"
"Sanyasi/Dasnami",""
"Female","817"
"Male","852"
"Sarki",""
"Female","1749"
"Male","1534"
"Satar/ Santhal",""
"Female","13"
"Male","18"
"Sherpa",""
"Female","456"
"Male","404"
"Sonar",""
"Female","31"
"Male","50"
"Sudhi",""
"Female","169"
"Male","292"
"Sunuwar",""
"Female","584"
"Male","584"
"Tajpuriya",""
"Female","6"
"Male","5"
"Tamang",""
"Female","30268"
"Male","29779"
"Tatma/Tatwa",""
"Female","23"
"Male","65"
"Teli",""
"Female","512"
"Male","1024"
"Terai Others",""
"Female","279"
"Male","509"
"Thakali",""
"Female","206"
"Male","164"
"Thakuri",""
"Female","1506"
"Male","1506"
"Thami",""
"Female","97"
"Male","107"
"Tharu",""
"Female","2142"
"Male","3252"
"Thulung",""
"Female","48"
"Male","49"
"Undefined Others",""
"Female","32"
"Male","33"
"Yadav",""
"Female","654"
"Male","1531"
"Yakkha",""
"Female","71"
"Male","57"
"Yamphu",""
"Female","9"
"Male","9"
