"Population by Educational Attainment","Number"
"Beginners",""
"Female","4906"
"Male","5542"
"Graduate and Equivalent",""
"Female","12177"
"Male","18503"
"Intermediate and Equivalent",""
"Female","23148"
"Male","28215"
"Level not Stated",""
"Female","653"
"Male","579"
"Lower Secondary (Class 6-8)",""
"Female","25250"
"Male","30616"
"Non Formal Education",""
"Female","9285"
"Male","7680"
"Others",""
"Female","161"
"Male","173"
"Post Graduate Equivalent and Above",""
"Female","4563"
"Male","9119"
"Primary Education (1-5 Class)",""
"Female","37228"
"Male","43338"
"Secondary Level (Class 9-10)",""
"Female","19214"
"Male","23085"
"SLC and Equivalent",""
"Female","22573"
"Male","27764"
