"Population by Educational Attainment","Number"
"Beginners",""
"Female","59"
"Male","62"
"Graduate and Equivalent",""
"Female","17"
"Male","64"
"Intermediate and Equivalent",""
"Female","121"
"Male","152"
"Level not Stated",""
"Female","11"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","523"
"Male","545"
"Non Formal Education",""
"Female","61"
"Male","54"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","4"
"Primary Education (1-5 Class)",""
"Female","996"
"Male","1071"
"Secondary Level (Class 9-10)",""
"Female","213"
"Male","196"
"SLC and Equivalent",""
"Female","230"
"Male","250"
