"Population by Educational Attainment","Number"
"Beginners",""
"Female","200"
"Male","287"
"Graduate and Equivalent",""
"Female","65"
"Male","261"
"Intermediate and Equivalent",""
"Female","208"
"Male","457"
"Level not Stated",""
"Female","84"
"Male","102"
"Lower Secondary (Class 6-8)",""
"Female","1687"
"Male","2463"
"Non Formal Education",""
"Female","144"
"Male","150"
"Others",""
"Female","25"
"Male","56"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","82"
"Primary Education (1-5 Class)",""
"Female","4141"
"Male","5287"
"Secondary Level (Class 9-10)",""
"Female","688"
"Male","1297"
"SLC and Equivalent",""
"Female","509"
"Male","1115"
