"Population by Single Year of Age","Number"
"0",""
"Female","456"
"Male","533"
"1",""
"Female","444"
"Male","442"
"10",""
"Female","1072"
"Male","1172"
"11",""
"Female","360"
"Male","401"
"12",""
"Female","940"
"Male","1043"
"13",""
"Female","478"
"Male","496"
"14",""
"Female","538"
"Male","600"
"15",""
"Female","568"
"Male","717"
"16",""
"Female","449"
"Male","515"
"17",""
"Female","272"
"Male","341"
"18",""
"Female","530"
"Male","525"
"19",""
"Female","191"
"Male","205"
"2",""
"Female","664"
"Male","734"
"20",""
"Female","826"
"Male","479"
"21",""
"Female","199"
"Male","164"
"22",""
"Female","553"
"Male","321"
"23",""
"Female","245"
"Male","163"
"24",""
"Female","307"
"Male","195"
"25",""
"Female","1052"
"Male","549"
"26",""
"Female","248"
"Male","166"
"27",""
"Female","255"
"Male","186"
"28",""
"Female","522"
"Male","269"
"29",""
"Female","116"
"Male","90"
"3",""
"Female","736"
"Male","700"
"30",""
"Female","1214"
"Male","601"
"31",""
"Female","52"
"Male","61"
"32",""
"Female","478"
"Male","243"
"33",""
"Female","123"
"Male","88"
"34",""
"Female","145"
"Male","77"
"35",""
"Female","1106"
"Male","634"
"36",""
"Female","205"
"Male","123"
"37",""
"Female","96"
"Male","84"
"38",""
"Female","338"
"Male","187"
"39",""
"Female","69"
"Male","52"
"4",""
"Female","634"
"Male","651"
"40",""
"Female","935"
"Male","593"
"41",""
"Female","38"
"Male","55"
"42",""
"Female","196"
"Male","155"
"43",""
"Female","77"
"Male","55"
"44",""
"Female","73"
"Male","58"
"45",""
"Female","788"
"Male","568"
"46",""
"Female","97"
"Male","68"
"47",""
"Female","69"
"Male","80"
"48",""
"Female","230"
"Male","162"
"49",""
"Female","53"
"Male","48"
"5",""
"Female","825"
"Male","820"
"50",""
"Female","635"
"Male","665"
"51",""
"Female","27"
"Male","37"
"52",""
"Female","120"
"Male","140"
"53",""
"Female","58"
"Male","42"
"54",""
"Female","62"
"Male","48"
"55",""
"Female","510"
"Male","523"
"56",""
"Female","100"
"Male","83"
"57",""
"Female","56"
"Male","59"
"58",""
"Female","186"
"Male","137"
"59",""
"Female","36"
"Male","57"
"6",""
"Female","663"
"Male","666"
"60",""
"Female","497"
"Male","616"
"61",""
"Female","38"
"Male","65"
"62",""
"Female","130"
"Male","103"
"63",""
"Female","60"
"Male","30"
"64",""
"Female","40"
"Male","50"
"65",""
"Female","410"
"Male","401"
"66",""
"Female","41"
"Male","47"
"67",""
"Female","33"
"Male","37"
"68",""
"Female","89"
"Male","105"
"69",""
"Female","26"
"Male","35"
"7",""
"Female","609"
"Male","647"
"70",""
"Female","303"
"Male","282"
"71",""
"Female","22"
"Male","19"
"72",""
"Female","46"
"Male","70"
"73",""
"Female","10"
"Male","20"
"74",""
"Female","15"
"Male","14"
"75",""
"Female","124"
"Male","147"
"76",""
"Female","9"
"Male","13"
"77",""
"Female","6"
"Male","7"
"78",""
"Female","19"
"Male","23"
"79",""
"Female","7"
"Male","6"
"8",""
"Female","865"
"Male","866"
"80",""
"Female","64"
"Male","72"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","0"
"Male","6"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","2"
"Male","4"
"85",""
"Female","46"
"Male","44"
"9",""
"Female","419"
"Male","440"
