"Population by Educational Attainment","Number"
"Beginners",""
"Female","1280"
"Male","1403"
"","2683"
"Graduate and Equivalent",""
"Female","61"
"Male","179"
"","240"
"Intermediate and Equivalent",""
"Female","381"
"Male","687"
"","1068"
"Level not Stated",""
"Female","17"
"Male","13"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","4779"
"Male","5414"
"","10193"
"Non Formal Education",""
"Female","1804"
"Male","994"
"","2798"
"Others",""
"Female","14"
"Male","37"
"","51"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","61"
"","68"
"Primary Education (1-5 Class)",""
"Female","8100"
"Male","9373"
"","17473"
"Secondary Level (Class 9-10)",""
"Female","1706"
"Male","2376"
"","4082"
"SLC and Equivalent",""
"Female","1187"
"Male","1725"
"","2912"
