"Population by Single Year of Age","Number"
"0",""
"Female","294"
"Male","311"
"1",""
"Female","249"
"Male","250"
"10",""
"Female","395"
"Male","420"
"11",""
"Female","322"
"Male","321"
"12",""
"Female","438"
"Male","449"
"13",""
"Female","281"
"Male","331"
"14",""
"Female","319"
"Male","308"
"15",""
"Female","306"
"Male","240"
"16",""
"Female","280"
"Male","236"
"17",""
"Female","227"
"Male","219"
"18",""
"Female","284"
"Male","265"
"19",""
"Female","191"
"Male","185"
"2",""
"Female","305"
"Male","305"
"20",""
"Female","239"
"Male","195"
"21",""
"Female","205"
"Male","151"
"22",""
"Female","254"
"Male","194"
"23",""
"Female","162"
"Male","138"
"24",""
"Female","190"
"Male","153"
"25",""
"Female","223"
"Male","203"
"26",""
"Female","161"
"Male","147"
"27",""
"Female","148"
"Male","125"
"28",""
"Female","185"
"Male","205"
"29",""
"Female","95"
"Male","92"
"3",""
"Female","311"
"Male","302"
"30",""
"Female","254"
"Male","238"
"31",""
"Female","95"
"Male","90"
"32",""
"Female","134"
"Male","148"
"33",""
"Female","88"
"Male","91"
"34",""
"Female","61"
"Male","73"
"35",""
"Female","202"
"Male","230"
"36",""
"Female","120"
"Male","120"
"37",""
"Female","85"
"Male","73"
"38",""
"Female","111"
"Male","127"
"39",""
"Female","74"
"Male","61"
"4",""
"Female","342"
"Male","330"
"40",""
"Female","238"
"Male","236"
"41",""
"Female","79"
"Male","68"
"42",""
"Female","93"
"Male","105"
"43",""
"Female","74"
"Male","64"
"44",""
"Female","74"
"Male","55"
"45",""
"Female","167"
"Male","215"
"46",""
"Female","59"
"Male","77"
"47",""
"Female","45"
"Male","63"
"48",""
"Female","90"
"Male","91"
"49",""
"Female","53"
"Male","57"
"5",""
"Female","346"
"Male","408"
"50",""
"Female","160"
"Male","196"
"51",""
"Female","59"
"Male","51"
"52",""
"Female","64"
"Male","101"
"53",""
"Female","54"
"Male","66"
"54",""
"Female","40"
"Male","50"
"55",""
"Female","86"
"Male","112"
"56",""
"Female","62"
"Male","57"
"57",""
"Female","31"
"Male","58"
"58",""
"Female","50"
"Male","69"
"59",""
"Female","33"
"Male","35"
"6",""
"Female","364"
"Male","360"
"60",""
"Female","134"
"Male","155"
"61",""
"Female","31"
"Male","36"
"62",""
"Female","45"
"Male","53"
"63",""
"Female","28"
"Male","38"
"64",""
"Female","29"
"Male","19"
"65",""
"Female","94"
"Male","71"
"66",""
"Female","35"
"Male","43"
"67",""
"Female","27"
"Male","40"
"68",""
"Female","46"
"Male","56"
"69",""
"Female","29"
"Male","18"
"7",""
"Female","358"
"Male","343"
"70",""
"Female","105"
"Male","95"
"71",""
"Female","19"
"Male","26"
"72",""
"Female","48"
"Male","41"
"73",""
"Female","22"
"Male","27"
"74",""
"Female","16"
"Male","9"
"75",""
"Female","48"
"Male","46"
"76",""
"Female","27"
"Male","23"
"77",""
"Female","13"
"Male","19"
"78",""
"Female","19"
"Male","25"
"79",""
"Female","11"
"Male","15"
"8",""
"Female","343"
"Male","357"
"80",""
"Female","39"
"Male","31"
"81",""
"Female","12"
"Male","6"
"82",""
"Female","10"
"Male","14"
"83",""
"Female","8"
"Male","9"
"84",""
"Female","14"
"Male","17"
"85",""
"Female","71"
"Male","44"
"9",""
"Female","347"
"Male","347"
