"Population by Educational Attainment","Number"
"Beginners",""
"Female","444"
"Male","517"
"Graduate and Equivalent",""
"Female","6"
"Male","40"
"Intermediate and Equivalent",""
"Female","43"
"Male","82"
"Level not Stated",""
"Female","12"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","817"
"Male","855"
"Non Formal Education",""
"Female","179"
"Male","246"
"Others",""
"Female","2"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","3153"
"Male","4125"
"Secondary Level (Class 9-10)",""
"Female","188"
"Male","217"
"SLC and Equivalent",""
"Female","117"
"Male","181"
