"Population by Mother tongue","Number"
"Bahing",""
"Female","20"
"Male","18"
"Bangla",""
"Female","8"
"Male","14"
"Bantawa",""
"Female","153"
"Male","113"
"Bhojpuri",""
"Female","95"
"Male","103"
"Bhujel",""
"Female","95"
"Male","81"
"Chamling",""
"Female","26"
"Male","27"
"Dumi",""
"Female","9"
"Male","9"
"Gurung",""
"Female","26"
"Male","18"
"Hindi",""
"Female","46"
"Male","46"
"Khaling",""
"Female","6"
"Male","10"
"Kulung",""
"Female","64"
"Male","44"
"Lapcha",""
"Female","5"
"Male","8"
"Limbu",""
"Female","351"
"Male","293"
"Magar",""
"Female","135"
"Male","105"
"Maithili",""
"Female","3796"
"Male","3713"
"Majhi",""
"Female","210"
"Male","228"
"Nepali",""
"Female","9321"
"Male","7984"
"Newar",""
"Female","304"
"Male","252"
"Not Reported",""
"Female","50"
"Male","45"
"Others",""
"Female","57"
"Male","45"
"Puma",""
"Female","5"
"Male","6"
"Rai",""
"Female","517"
"Male","403"
"Sampang",""
"Female","39"
"Male","17"
"Sherpa",""
"Female","41"
"Male","27"
"Sunuwar",""
"Female","46"
"Male","41"
"Tamang",""
"Female","130"
"Male","102"
"Thami",""
"Female","18"
"Male","16"
"Tharu",""
"Female","11207"
"Male","9333"
"Thulung",""
"Female","35"
"Male","32"
"Uranw/Urau",""
"Female","383"
"Male","316"
"Urdu",""
"Female","512"
"Male","508"
"Wambule",""
"Female","6"
"Male","9"
"Yakkha",""
"Female","9"
"Male","8"
"Yamphu/Yamphe",""
"Female","13"
"Male","10"
