"Population by Educational Attainment","Number"
"Beginners",""
"Female","461"
"Male","552"
"Graduate and Equivalent",""
"Female","164"
"Male","427"
"Intermediate and Equivalent",""
"Female","695"
"Male","886"
"Level not Stated",""
"Female","109"
"Male","142"
"Lower Secondary (Class 6-8)",""
"Female","3177"
"Male","3441"
"Non Formal Education",""
"Female","1202"
"Male","1246"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","92"
"Primary Education (1-5 Class)",""
"Female","4978"
"Male","5389"
"Secondary Level (Class 9-10)",""
"Female","2427"
"Male","2536"
"SLC and Equivalent",""
"Female","2205"
"Male","2320"
