"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","125"
"","254"
"Graduate and Equivalent",""
"Female","5"
"Male","26"
"","31"
"Intermediate and Equivalent",""
"Female","90"
"Male","113"
"","203"
"Level not Stated",""
"Female","20"
"Male","24"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","607"
"Male","912"
"","1519"
"Non Formal Education",""
"Female","273"
"Male","417"
"","690"
"Others",""
"Female","4"
"Male","3"
"","7"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","8"
"","9"
"Primary Education (1-5 Class)",""
"Female","2419"
"Male","2881"
"","5300"
"Secondary Level (Class 9-10)",""
"Female","192"
"Male","331"
"","523"
"SLC and Equivalent",""
"Female","138"
"Male","212"
"","350"
