"Population by Caste Ethinicity","Number"
"Badi",""
"Female","71"
"Male","54"
"","125"
"Brahman - Hill",""
"Female","9392"
"Male","7880"
"","17272"
"Chamar/ Harijan/ Ram",""
"Female","40"
"Male","43"
"","83"
"Chhantyal/Chhantel",""
"Female","9"
"Male","5"
"","14"
"Chhetri",""
"Female","3376"
"Male","2550"
"","5926"
"Dalit Others",""
"Female","7"
"Male","8"
"","15"
"Damai/Dholi",""
"Female","847"
"Male","699"
"","1546"
"Dusadh/ Pasawan/ Pasi",""
"Female","38"
"Male","26"
"","64"
"Gaine",""
"Female","33"
"Male","39"
"","72"
"Gharti/Bhujel",""
"Female","11"
"Male","8"
"","19"
"Gurung",""
"Female","233"
"Male","172"
"","405"
"Hajam/Thakur",""
"Female","33"
"Male","26"
"","59"
"Halwai",""
"Female","14"
"Male","17"
"","31"
"Kahar",""
"Female","6"
"Male","6"
"","12"
"Kalwar",""
"Female","5"
"Male","9"
"","14"
"Kami",""
"Female","2325"
"Male","1938"
"","4263"
"Kathabaniyan",""
"Female","38"
"Male","40"
"","78"
"Kewat",""
"Female","48"
"Male","37"
"","85"
"Koiri/Kushwaha",""
"Female","13"
"Male","19"
"","32"
"Kumal",""
"Female","226"
"Male","215"
"","441"
"Kumhar",""
"Female","6"
"Male","8"
"","14"
"Kurmi",""
"Female","11"
"Male","12"
"","23"
"Lodh",""
"Female","58"
"Male","49"
"","107"
"Magar",""
"Female","5689"
"Male","4527"
"","10216"
"Majhi",""
"Female","18"
"Male","25"
"","43"
"Mallaha",""
"Female","297"
"Male","318"
"","615"
"Musahar",""
"Female","32"
"Male","37"
"","69"
"Musalman",""
"Female","83"
"Male","109"
"","192"
"Newar",""
"Female","495"
"Male","445"
"","940"
"Others",""
"Female","19"
"Male","19"
"","38"
"Pattharkatta/ Kushwadiya",""
"Female","10"
"Male","8"
"","18"
"Rai",""
"Female","27"
"Male","20"
"","47"
"Sanyasi/Dasnami",""
"Female","190"
"Male","164"
"","354"
"Sarki",""
"Female","439"
"Male","357"
"","796"
"Sunuwar",""
"Female","19"
"Male","19"
"","38"
"Tamang",""
"Female","32"
"Male","21"
"","53"
"Teli",""
"Female","7"
"Male","11"
"","18"
"Terai Others",""
"Female","14"
"Male","26"
"","40"
"Thakali",""
"Female","11"
"Male","12"
"","23"
"Thakuri",""
"Female","451"
"Male","333"
"","784"
"Tharu",""
"Female","5500"
"Male","5079"
"","10579"
"Yadav",""
"Female","121"
"Male","138"
"","259"
