"Population by Single Year of Age","Number"
"0",""
"Female","181"
"Male","214"
"1",""
"Female","195"
"Male","206"
"10",""
"Female","270"
"Male","318"
"11",""
"Female","261"
"Male","265"
"12",""
"Female","311"
"Male","297"
"13",""
"Female","285"
"Male","256"
"14",""
"Female","334"
"Male","252"
"15",""
"Female","318"
"Male","243"
"16",""
"Female","296"
"Male","200"
"17",""
"Female","257"
"Male","205"
"18",""
"Female","312"
"Male","171"
"19",""
"Female","239"
"Male","97"
"2",""
"Female","214"
"Male","239"
"20",""
"Female","243"
"Male","104"
"21",""
"Female","200"
"Male","82"
"22",""
"Female","277"
"Male","77"
"23",""
"Female","213"
"Male","64"
"24",""
"Female","213"
"Male","56"
"25",""
"Female","267"
"Male","86"
"26",""
"Female","192"
"Male","73"
"27",""
"Female","206"
"Male","71"
"28",""
"Female","201"
"Male","77"
"29",""
"Female","136"
"Male","60"
"3",""
"Female","216"
"Male","220"
"30",""
"Female","231"
"Male","82"
"31",""
"Female","104"
"Male","41"
"32",""
"Female","158"
"Male","69"
"33",""
"Female","107"
"Male","51"
"34",""
"Female","98"
"Male","46"
"35",""
"Female","277"
"Male","73"
"36",""
"Female","124"
"Male","44"
"37",""
"Female","122"
"Male","52"
"38",""
"Female","153"
"Male","80"
"39",""
"Female","115"
"Male","47"
"4",""
"Female","262"
"Male","250"
"40",""
"Female","268"
"Male","109"
"41",""
"Female","92"
"Male","49"
"42",""
"Female","145"
"Male","89"
"43",""
"Female","79"
"Male","57"
"44",""
"Female","92"
"Male","59"
"45",""
"Female","187"
"Male","100"
"46",""
"Female","93"
"Male","66"
"47",""
"Female","116"
"Male","77"
"48",""
"Female","109"
"Male","77"
"49",""
"Female","115"
"Male","74"
"5",""
"Female","270"
"Male","256"
"50",""
"Female","221"
"Male","120"
"51",""
"Female","105"
"Male","81"
"52",""
"Female","107"
"Male","93"
"53",""
"Female","88"
"Male","55"
"54",""
"Female","72"
"Male","58"
"55",""
"Female","140"
"Male","87"
"56",""
"Female","105"
"Male","62"
"57",""
"Female","105"
"Male","71"
"58",""
"Female","73"
"Male","72"
"59",""
"Female","83"
"Male","63"
"6",""
"Female","238"
"Male","258"
"60",""
"Female","156"
"Male","86"
"61",""
"Female","96"
"Male","107"
"62",""
"Female","108"
"Male","69"
"63",""
"Female","66"
"Male","62"
"64",""
"Female","70"
"Male","56"
"65",""
"Female","110"
"Male","76"
"66",""
"Female","59"
"Male","60"
"67",""
"Female","88"
"Male","88"
"68",""
"Female","54"
"Male","78"
"69",""
"Female","37"
"Male","38"
"7",""
"Female","263"
"Male","275"
"70",""
"Female","86"
"Male","69"
"71",""
"Female","39"
"Male","54"
"72",""
"Female","52"
"Male","51"
"73",""
"Female","33"
"Male","31"
"74",""
"Female","18"
"Male","27"
"75",""
"Female","45"
"Male","45"
"76",""
"Female","32"
"Male","33"
"77",""
"Female","18"
"Male","32"
"78",""
"Female","29"
"Male","35"
"79",""
"Female","12"
"Male","12"
"8",""
"Female","293"
"Male","275"
"80",""
"Female","25"
"Male","30"
"81",""
"Female","15"
"Male","18"
"82",""
"Female","20"
"Male","12"
"83",""
"Female","11"
"Male","17"
"84",""
"Female","12"
"Male","13"
"85",""
"Female","53"
"Male","51"
"9",""
"Female","248"
"Male","264"
