"Population by Educational Attainment","Number"
"Beginners",""
"Female","63"
"Male","82"
"","145"
"Graduate and Equivalent",""
"Female","24"
"Male","156"
"","180"
"Intermediate and Equivalent",""
"Female","113"
"Male","366"
"","479"
"Level not Stated",""
"Female","72"
"Male","88"
"","160"
"Lower Secondary (Class 6-8)",""
"Female","717"
"Male","1493"
"","2210"
"Non Formal Education",""
"Female","13"
"Male","29"
"","42"
"Others",""
"Female","4"
"Male","8"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","42"
"","44"
"Primary Education (1-5 Class)",""
"Female","2386"
"Male","3928"
"","6314"
"Secondary Level (Class 9-10)",""
"Female","281"
"Male","786"
"","1067"
"SLC and Equivalent",""
"Female","276"
"Male","759"
"","1035"
