"Population by Caste Ethinicity","Number"
"Amat",""
"Female","26"
"Male","19"
"","45"
"Badhaee",""
"Female","44"
"Male","45"
"","89"
"Bantar/Sardar",""
"Female","1470"
"Male","1136"
"","2606"
"Baraee",""
"Female","352"
"Male","329"
"","681"
"Bin",""
"Female","40"
"Male","31"
"","71"
"Brahman - Hill",""
"Female","131"
"Male","103"
"","234"
"Brahman - Tarai",""
"Female","186"
"Male","195"
"","381"
"Chamar/ Harijan/ Ram",""
"Female","1361"
"Male","1137"
"","2498"
"Chhetri",""
"Female","50"
"Male","54"
"","104"
"Damai/Dholi",""
"Female","25"
"Male","32"
"","57"
"Danuwar",""
"Female","457"
"Male","431"
"","888"
"Dhanuk",""
"Female","1103"
"Male","992"
"","2095"
"Dhobi",""
"Female","141"
"Male","152"
"","293"
"Dhunia",""
"Female","60"
"Male","57"
"","117"
"Dom",""
"Female","34"
"Male","27"
"","61"
"Dusadh/ Pasawan/ Pasi",""
"Female","669"
"Male","515"
"","1184"
"Gaderi/Bhedihar",""
"Female","16"
"Male","11"
"","27"
"Gharti/Bhujel",""
"Female","34"
"Male","27"
"","61"
"Gurung",""
"Female","5"
"Male","7"
"","12"
"Hajam/Thakur",""
"Female","255"
"Male","236"
"","491"
"Halwai",""
"Female","247"
"Male","211"
"","458"
"Kalwar",""
"Female","256"
"Male","214"
"","470"
"Kami",""
"Female","155"
"Male","154"
"","309"
"Kanu",""
"Female","163"
"Male","140"
"","303"
"Kathabaniyan",""
"Female","161"
"Male","136"
"","297"
"Kayastha",""
"Female","68"
"Male","69"
"","137"
"Kewat",""
"Female","247"
"Male","211"
"","458"
"Khatwe",""
"Female","463"
"Male","390"
"","853"
"Koiri/Kushwaha",""
"Female","740"
"Male","791"
"","1531"
"Kumal",""
"Female","71"
"Male","77"
"","148"
"Kurmi",""
"Female","336"
"Male","277"
"","613"
"Lohar",""
"Female","113"
"Male","121"
"","234"
"Mali",""
"Female","46"
"Male","33"
"","79"
"Mallaha",""
"Female","35"
"Male","28"
"","63"
"Musahar",""
"Female","2613"
"Male","2470"
"","5083"
"Musalman",""
"Female","3181"
"Male","2553"
"","5734"
"Newar",""
"Female","118"
"Male","110"
"","228"
"Nuniya",""
"Female","162"
"Male","144"
"","306"
"Others",""
"Female","38"
"Male","7"
"","45"
"Punjabi/Sikh",""
"Female","9"
"Male","3"
"","12"
"Rajput",""
"Female","20"
"Male","8"
"","28"
"Sanyasi/Dasnami",""
"Female","69"
"Male","78"
"","147"
"Satar/ Santhal",""
"Female","23"
"Male","22"
"","45"
"Sonar",""
"Female","205"
"Male","209"
"","414"
"Sudhi",""
"Female","283"
"Male","229"
"","512"
"Sunuwar",""
"Female","9"
"Male","9"
"","18"
"Tatma/Tatwa",""
"Female","281"
"Male","230"
"","511"
"Teli",""
"Female","1158"
"Male","1041"
"","2199"
"Terai Others",""
"Female","119"
"Male","101"
"","220"
"Tharu",""
"Female","3767"
"Male","3405"
"","7172"
"Undefined Others",""
"Female","7"
"Male","8"
"","15"
"Yadav",""
"Female","3140"
"Male","2968"
"","6108"
"Yakkha",""
"Female","5"
"Male","7"
"","12"
