"Population by Educational Attainment","Number"
"Beginners",""
"Female","124"
"Male","187"
"","311"
"Graduate and Equivalent",""
"Female","60"
"Male","209"
"","269"
"Intermediate and Equivalent",""
"Female","205"
"Male","479"
"","684"
"Level not Stated",""
"Female","30"
"Male","42"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","825"
"Male","1328"
"","2153"
"Non Formal Education",""
"Female","43"
"Male","81"
"","124"
"Others",""
"Female","14"
"Male","19"
"","33"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","47"
"","58"
"Primary Education (1-5 Class)",""
"Female","2319"
"Male","3011"
"","5330"
"Secondary Level (Class 9-10)",""
"Female","295"
"Male","658"
"","953"
"SLC and Equivalent",""
"Female","290"
"Male","720"
"","1010"
