"Population by disability type","Number"
"Blind/low vision",""
"Female","20"
"Male","23"
"","43"
"Deaf/hard of hearing",""
"Female","18"
"Male","16"
"","34"
"Deaf-Blind",""
"Female","5"
"Male","6"
"","11"
"Intellectual disable",""
"Female","7"
"Male","5"
"","12"
"Mental disable",""
"Female","10"
"Male","13"
"","23"
"Multiple disable",""
"Female","8"
"Male","8"
"","16"
"No disability",""
"Female","14372"
"Male","14687"
"","29059"
"Physical",""
"Female","38"
"Male","60"
"","98"
"Speech problem",""
"Female","6"
"Male","13"
"","19"
