"Population by Single Year of Age","Number"
"0",""
"Female","192"
"Male","185"
"1",""
"Female","182"
"Male","212"
"10",""
"Female","316"
"Male","321"
"11",""
"Female","211"
"Male","192"
"12",""
"Female","329"
"Male","336"
"13",""
"Female","232"
"Male","262"
"14",""
"Female","252"
"Male","268"
"15",""
"Female","249"
"Male","233"
"16",""
"Female","260"
"Male","239"
"17",""
"Female","122"
"Male","146"
"18",""
"Female","261"
"Male","199"
"19",""
"Female","119"
"Male","103"
"2",""
"Female","240"
"Male","275"
"20",""
"Female","205"
"Male","158"
"21",""
"Female","105"
"Male","85"
"22",""
"Female","190"
"Male","114"
"23",""
"Female","136"
"Male","72"
"24",""
"Female","152"
"Male","103"
"25",""
"Female","177"
"Male","123"
"26",""
"Female","134"
"Male","71"
"27",""
"Female","96"
"Male","60"
"28",""
"Female","178"
"Male","98"
"29",""
"Female","49"
"Male","45"
"3",""
"Female","277"
"Male","316"
"30",""
"Female","217"
"Male","131"
"31",""
"Female","45"
"Male","39"
"32",""
"Female","114"
"Male","70"
"33",""
"Female","68"
"Male","34"
"34",""
"Female","79"
"Male","60"
"35",""
"Female","224"
"Male","107"
"36",""
"Female","88"
"Male","59"
"37",""
"Female","35"
"Male","35"
"38",""
"Female","115"
"Male","96"
"39",""
"Female","41"
"Male","23"
"4",""
"Female","312"
"Male","323"
"40",""
"Female","223"
"Male","120"
"41",""
"Female","40"
"Male","34"
"42",""
"Female","77"
"Male","61"
"43",""
"Female","44"
"Male","24"
"44",""
"Female","57"
"Male","35"
"45",""
"Female","187"
"Male","94"
"46",""
"Female","53"
"Male","52"
"47",""
"Female","29"
"Male","30"
"48",""
"Female","97"
"Male","60"
"49",""
"Female","37"
"Male","29"
"5",""
"Female","277"
"Male","338"
"50",""
"Female","153"
"Male","108"
"51",""
"Female","24"
"Male","30"
"52",""
"Female","69"
"Male","50"
"53",""
"Female","41"
"Male","32"
"54",""
"Female","40"
"Male","44"
"55",""
"Female","96"
"Male","94"
"56",""
"Female","40"
"Male","35"
"57",""
"Female","22"
"Male","25"
"58",""
"Female","56"
"Male","43"
"59",""
"Female","35"
"Male","30"
"6",""
"Female","291"
"Male","308"
"60",""
"Female","179"
"Male","100"
"61",""
"Female","37"
"Male","23"
"62",""
"Female","49"
"Male","32"
"63",""
"Female","26"
"Male","25"
"64",""
"Female","27"
"Male","24"
"65",""
"Female","143"
"Male","72"
"66",""
"Female","29"
"Male","29"
"67",""
"Female","25"
"Male","18"
"68",""
"Female","39"
"Male","31"
"69",""
"Female","19"
"Male","13"
"7",""
"Female","237"
"Male","245"
"70",""
"Female","110"
"Male","58"
"71",""
"Female","23"
"Male","17"
"72",""
"Female","35"
"Male","25"
"73",""
"Female","20"
"Male","13"
"74",""
"Female","14"
"Male","9"
"75",""
"Female","37"
"Male","31"
"76",""
"Female","10"
"Male","7"
"77",""
"Female","8"
"Male","8"
"78",""
"Female","16"
"Male","9"
"79",""
"Female","7"
"Male","8"
"8",""
"Female","326"
"Male","326"
"80",""
"Female","26"
"Male","13"
"81",""
"Female","6"
"Male","0"
"82",""
"Female","10"
"Male","6"
"83",""
"Female","4"
"Male","1"
"84",""
"Female","7"
"Male","10"
"85",""
"Female","22"
"Male","14"
"9",""
"Female","210"
"Male","251"
