"Population by Educational Attainment","Number"
"Beginners",""
"Female","231"
"Male","271"
"Graduate and Equivalent",""
"Female","26"
"Male","141"
"Intermediate and Equivalent",""
"Female","146"
"Male","316"
"Level not Stated",""
"Female","15"
"Male","21"
"Lower Secondary (Class 6-8)",""
"Female","723"
"Male","1051"
"Non Formal Education",""
"Female","264"
"Male","182"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2189"
"Male","2607"
"Secondary Level (Class 9-10)",""
"Female","284"
"Male","523"
"SLC and Equivalent",""
"Female","155"
"Male","405"
