"Population by Single Year of Age","Number"
"0",""
"Female","107"
"Male","139"
"1",""
"Female","105"
"Male","117"
"10",""
"Female","174"
"Male","182"
"11",""
"Female","137"
"Male","171"
"12",""
"Female","168"
"Male","190"
"13",""
"Female","170"
"Male","192"
"14",""
"Female","190"
"Male","173"
"15",""
"Female","177"
"Male","175"
"16",""
"Female","169"
"Male","157"
"17",""
"Female","136"
"Male","133"
"18",""
"Female","161"
"Male","150"
"19",""
"Female","125"
"Male","105"
"2",""
"Female","117"
"Male","102"
"20",""
"Female","160"
"Male","121"
"21",""
"Female","114"
"Male","72"
"22",""
"Female","148"
"Male","126"
"23",""
"Female","125"
"Male","101"
"24",""
"Female","119"
"Male","95"
"25",""
"Female","143"
"Male","125"
"26",""
"Female","105"
"Male","87"
"27",""
"Female","94"
"Male","93"
"28",""
"Female","91"
"Male","90"
"29",""
"Female","65"
"Male","50"
"3",""
"Female","138"
"Male","118"
"30",""
"Female","160"
"Male","124"
"31",""
"Female","43"
"Male","46"
"32",""
"Female","79"
"Male","72"
"33",""
"Female","68"
"Male","63"
"34",""
"Female","57"
"Male","49"
"35",""
"Female","147"
"Male","110"
"36",""
"Female","69"
"Male","82"
"37",""
"Female","64"
"Male","48"
"38",""
"Female","59"
"Male","71"
"39",""
"Female","65"
"Male","49"
"4",""
"Female","151"
"Male","124"
"40",""
"Female","167"
"Male","151"
"41",""
"Female","48"
"Male","50"
"42",""
"Female","65"
"Male","66"
"43",""
"Female","48"
"Male","59"
"44",""
"Female","40"
"Male","47"
"45",""
"Female","99"
"Male","98"
"46",""
"Female","42"
"Male","50"
"47",""
"Female","54"
"Male","61"
"48",""
"Female","64"
"Male","58"
"49",""
"Female","40"
"Male","43"
"5",""
"Female","144"
"Male","132"
"50",""
"Female","88"
"Male","117"
"51",""
"Female","36"
"Male","54"
"52",""
"Female","57"
"Male","69"
"53",""
"Female","38"
"Male","34"
"54",""
"Female","32"
"Male","32"
"55",""
"Female","54"
"Male","84"
"56",""
"Female","35"
"Male","53"
"57",""
"Female","44"
"Male","46"
"58",""
"Female","34"
"Male","45"
"59",""
"Female","38"
"Male","27"
"6",""
"Female","151"
"Male","159"
"60",""
"Female","77"
"Male","62"
"61",""
"Female","19"
"Male","27"
"62",""
"Female","35"
"Male","35"
"63",""
"Female","22"
"Male","22"
"64",""
"Female","17"
"Male","27"
"65",""
"Female","43"
"Male","43"
"66",""
"Female","32"
"Male","31"
"67",""
"Female","28"
"Male","27"
"68",""
"Female","24"
"Male","44"
"69",""
"Female","8"
"Male","16"
"7",""
"Female","144"
"Male","173"
"70",""
"Female","42"
"Male","37"
"71",""
"Female","14"
"Male","14"
"72",""
"Female","16"
"Male","14"
"73",""
"Female","13"
"Male","10"
"74",""
"Female","14"
"Male","12"
"75",""
"Female","23"
"Male","26"
"76",""
"Female","7"
"Male","11"
"77",""
"Female","15"
"Male","9"
"78",""
"Female","17"
"Male","12"
"79",""
"Female","4"
"Male","4"
"8",""
"Female","161"
"Male","165"
"80",""
"Female","24"
"Male","19"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","5"
"Male","4"
"83",""
"Female","3"
"Male","4"
"84",""
"Female","1"
"Male","5"
"85",""
"Female","28"
"Male","24"
"9",""
"Female","140"
"Male","138"
