"Population by Educational Attainment","Number"
"Beginners",""
"Female","209"
"Male","242"
"","451"
"Graduate and Equivalent",""
"Female","23"
"Male","89"
"","112"
"Intermediate and Equivalent",""
"Female","217"
"Male","202"
"","419"
"Level not Stated",""
"Female","13"
"Male","10"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","1119"
"Male","1282"
"","2401"
"Non Formal Education",""
"Female","290"
"Male","317"
"","607"
"Others",""
"Female","1"
"Male","5"
"","6"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","20"
"","23"
"Primary Education (1-5 Class)",""
"Female","2443"
"Male","3046"
"","5489"
"Secondary Level (Class 9-10)",""
"Female","620"
"Male","665"
"","1285"
"SLC and Equivalent",""
"Female","407"
"Male","464"
"","871"
