"Population by Caste Ethinicity","Number"
"Badi",""
"Female","10"
"Male","11"
"","21"
"Brahman - Hill",""
"Female","248"
"Male","217"
"","465"
"Chhetri",""
"Female","2272"
"Male","2041"
"","4313"
"Damai/Dholi",""
"Female","307"
"Male","254"
"","561"
"Gharti/Bhujel",""
"Female","274"
"Male","241"
"","515"
"Gurung",""
"Female","198"
"Male","164"
"","362"
"Kami",""
"Female","559"
"Male","519"
"","1078"
"Magar",""
"Female","52"
"Male","39"
"","91"
"Majhi",""
"Female","75"
"Male","60"
"","135"
"Nachhiring",""
"Female","6"
"Male","5"
"","11"
"Newar",""
"Female","75"
"Male","64"
"","139"
"Others",""
"Female","26"
"Male","38"
"","64"
"Pattharkatta/ Kushwadiya",""
"Female","8"
"Male","14"
"","22"
"Rai",""
"Female","3368"
"Male","3173"
"","6541"
"Sanyasi/Dasnami",""
"Female","332"
"Male","294"
"","626"
"Sarki",""
"Female","143"
"Male","136"
"","279"
"Sherpa",""
"Female","154"
"Male","158"
"","312"
"Sonar",""
"Female","13"
"Male","10"
"","23"
"Sunuwar",""
"Female","54"
"Male","42"
"","96"
"Tamang",""
"Female","1711"
"Male","1618"
"","3329"
"Tharu",""
"Female","6"
"Male","5"
"","11"
"Thulung",""
"Female","350"
"Male","328"
"","678"
