"Population by Educational Attainment","Number"
"Beginners",""
"Female","73"
"Male","99"
"","172"
"Graduate and Equivalent",""
"Female","21"
"Male","114"
"","135"
"Intermediate and Equivalent",""
"Female","84"
"Male","282"
"","366"
"Level not Stated",""
"Female","15"
"Male","12"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","560"
"Male","1289"
"","1849"
"Non Formal Education",""
"Female","16"
"Male","12"
"","28"
"Others",""
"Female","30"
"Male","15"
"","45"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","22"
"","27"
"Primary Education (1-5 Class)",""
"Female","2124"
"Male","3068"
"","5192"
"Secondary Level (Class 9-10)",""
"Female","153"
"Male","597"
"","750"
"SLC and Equivalent",""
"Female","184"
"Male","596"
"","780"
