"Population by Educational Attainment","Number"
"Beginners",""
"Female","736"
"Male","856"
"Graduate and Equivalent",""
"Female","1716"
"Male","2786"
"Intermediate and Equivalent",""
"Female","3722"
"Male","4578"
"Level not Stated",""
"Female","104"
"Male","114"
"Lower Secondary (Class 6-8)",""
"Female","3931"
"Male","4516"
"Non Formal Education",""
"Female","1383"
"Male","1042"
"Others",""
"Female","27"
"Male","26"
"Post Graduate Equivalent and Above",""
"Female","589"
"Male","1387"
"Primary Education (1-5 Class)",""
"Female","5559"
"Male","6084"
"Secondary Level (Class 9-10)",""
"Female","3284"
"Male","3607"
"SLC and Equivalent",""
"Female","3317"
"Male","4168"
