"Population by disability type","Number"
"Blind/low vision",""
"Female","15"
"Male","15"
"","30"
"Deaf/hard of hearing",""
"Female","24"
"Male","14"
"","38"
"Deaf-Blind",""
"Female","1"
"Male","0"
"","1"
"Intellectual disable",""
"Female","0"
"Male","0"
"","0"
"Mental disable",""
"Female","7"
"Male","0"
"","7"
"Multiple disable",""
"Female","5"
"Male","4"
"","9"
"No disability",""
"Female","1924"
"Male","1827"
"","3751"
"Physical",""
"Female","27"
"Male","16"
"","43"
"Speech problem",""
"Female","11"
"Male","10"
"","21"
