"Population by Educational Attainment","Number"
"Beginners",""
"Female","67"
"Male","73"
"","140"
"Graduate and Equivalent",""
"Female","2"
"Male","6"
"","8"
"Intermediate and Equivalent",""
"Female","5"
"Male","26"
"","31"
"Level not Stated",""
"Female","1"
"Male","1"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","53"
"Male","126"
"","179"
"Non Formal Education",""
"Female","25"
"Male","42"
"","67"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"","0"
"Primary Education (1-5 Class)",""
"Female","273"
"Male","439"
"","712"
"Secondary Level (Class 9-10)",""
"Female","18"
"Male","55"
"","73"
"SLC and Equivalent",""
"Female","4"
"Male","43"
"","47"
