"Population by Educational Attainment","Number"
"Beginners",""
"Female","657"
"Male","798"
"Graduate and Equivalent",""
"Female","61"
"Male","117"
"Intermediate and Equivalent",""
"Female","363"
"Male","341"
"Level not Stated",""
"Female","32"
"Male","33"
"Lower Secondary (Class 6-8)",""
"Female","2713"
"Male","2503"
"Non Formal Education",""
"Female","812"
"Male","532"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","4775"
"Male","4641"
"Secondary Level (Class 9-10)",""
"Female","1419"
"Male","1297"
"SLC and Equivalent",""
"Female","733"
"Male","783"
