"Population by Educational Attainment","Number"
"Beginners",""
"Female","17"
"Male","31"
"Graduate and Equivalent",""
"Female","21"
"Male","118"
"Intermediate and Equivalent",""
"Female","117"
"Male","327"
"Level not Stated",""
"Female","27"
"Male","33"
"Lower Secondary (Class 6-8)",""
"Female","450"
"Male","870"
"Non Formal Education",""
"Female","23"
"Male","19"
"Others",""
"Female","1"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","51"
"Primary Education (1-5 Class)",""
"Female","1622"
"Male","2102"
"Secondary Level (Class 9-10)",""
"Female","207"
"Male","570"
"SLC and Equivalent",""
"Female","122"
"Male","398"
