"Population by Single Year of Age","Number"
"0",""
"Female","229"
"Male","249"
"1",""
"Female","190"
"Male","171"
"10",""
"Female","517"
"Male","586"
"11",""
"Female","165"
"Male","167"
"12",""
"Female","372"
"Male","424"
"13",""
"Female","208"
"Male","228"
"14",""
"Female","226"
"Male","240"
"15",""
"Female","252"
"Male","289"
"16",""
"Female","227"
"Male","241"
"17",""
"Female","159"
"Male","157"
"18",""
"Female","257"
"Male","313"
"19",""
"Female","89"
"Male","95"
"2",""
"Female","345"
"Male","338"
"20",""
"Female","354"
"Male","329"
"21",""
"Female","64"
"Male","68"
"22",""
"Female","224"
"Male","228"
"23",""
"Female","156"
"Male","108"
"24",""
"Female","131"
"Male","101"
"25",""
"Female","357"
"Male","427"
"26",""
"Female","83"
"Male","89"
"27",""
"Female","118"
"Male","131"
"28",""
"Female","254"
"Male","166"
"29",""
"Female","48"
"Male","33"
"3",""
"Female","369"
"Male","389"
"30",""
"Female","449"
"Male","464"
"31",""
"Female","24"
"Male","40"
"32",""
"Female","211"
"Male","152"
"33",""
"Female","79"
"Male","66"
"34",""
"Female","50"
"Male","32"
"35",""
"Female","381"
"Male","514"
"36",""
"Female","47"
"Male","62"
"37",""
"Female","77"
"Male","55"
"38",""
"Female","192"
"Male","122"
"39",""
"Female","30"
"Male","20"
"4",""
"Female","372"
"Male","406"
"40",""
"Female","356"
"Male","443"
"41",""
"Female","19"
"Male","27"
"42",""
"Female","103"
"Male","73"
"43",""
"Female","34"
"Male","19"
"44",""
"Female","18"
"Male","11"
"45",""
"Female","255"
"Male","380"
"46",""
"Female","22"
"Male","24"
"47",""
"Female","27"
"Male","31"
"48",""
"Female","80"
"Male","44"
"49",""
"Female","13"
"Male","12"
"5",""
"Female","483"
"Male","453"
"50",""
"Female","216"
"Male","309"
"51",""
"Female","5"
"Male","16"
"52",""
"Female","42"
"Male","44"
"53",""
"Female","27"
"Male","12"
"54",""
"Female","17"
"Male","6"
"55",""
"Female","201"
"Male","224"
"56",""
"Female","17"
"Male","20"
"57",""
"Female","15"
"Male","21"
"58",""
"Female","66"
"Male","27"
"59",""
"Female","12"
"Male","18"
"6",""
"Female","415"
"Male","428"
"60",""
"Female","244"
"Male","251"
"61",""
"Female","10"
"Male","12"
"62",""
"Female","42"
"Male","49"
"63",""
"Female","14"
"Male","8"
"64",""
"Female","17"
"Male","6"
"65",""
"Female","210"
"Male","217"
"66",""
"Female","6"
"Male","8"
"67",""
"Female","9"
"Male","15"
"68",""
"Female","34"
"Male","37"
"69",""
"Female","4"
"Male","10"
"7",""
"Female","324"
"Male","308"
"70",""
"Female","137"
"Male","179"
"71",""
"Female","9"
"Male","13"
"72",""
"Female","21"
"Male","27"
"73",""
"Female","11"
"Male","12"
"74",""
"Female","6"
"Male","4"
"75",""
"Female","44"
"Male","84"
"76",""
"Female","2"
"Male","3"
"77",""
"Female","1"
"Male","3"
"78",""
"Female","3"
"Male","5"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","548"
"Male","548"
"80",""
"Female","25"
"Male","35"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","1"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","17"
"Male","24"
"9",""
"Female","182"
"Male","207"
