"Population by Educational Attainment","Number"
"Beginners",""
"Female","301"
"Male","362"
"","663"
"Graduate and Equivalent",""
"Female","26"
"Male","90"
"","116"
"Intermediate and Equivalent",""
"Female","226"
"Male","263"
"","489"
"Level not Stated",""
"Female","9"
"Male","14"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","1157"
"Male","1369"
"","2526"
"Non Formal Education",""
"Female","125"
"Male","128"
"","253"
"Others",""
"Female","1"
"Male","1"
"","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","44"
"","49"
"Primary Education (1-5 Class)",""
"Female","2636"
"Male","2870"
"","5506"
"Secondary Level (Class 9-10)",""
"Female","454"
"Male","555"
"","1009"
"SLC and Equivalent",""
"Female","505"
"Male","795"
"","1300"
