"Population by disability type","Number"
"Blind/low vision",""
"Female","14"
"Male","22"
"","36"
"Deaf/hard of hearing",""
"Female","17"
"Male","32"
"","49"
"Deaf-Blind",""
"Female","3"
"Male","4"
"","7"
"Intellectual disable",""
"Female","3"
"Male","4"
"","7"
"Mental disable",""
"Female","5"
"Male","3"
"","8"
"Multiple disable",""
"Female","11"
"Male","8"
"","19"
"No disability",""
"Female","4898"
"Male","4725"
"","9623"
"Physical",""
"Female","38"
"Male","50"
"","88"
"Speech problem",""
"Female","14"
"Male","19"
"","33"
