"Population by Educational Attainment","Number"
"Beginners",""
"Female","535"
"Male","537"
"Graduate and Equivalent",""
"Female","10"
"Male","65"
"Intermediate and Equivalent",""
"Female","62"
"Male","143"
"Level not Stated",""
"Female","23"
"Male","26"
"Lower Secondary (Class 6-8)",""
"Female","677"
"Male","1069"
"Non Formal Education",""
"Female","279"
"Male","174"
"Others",""
"Female","1"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"Primary Education (1-5 Class)",""
"Female","2636"
"Male","3086"
"Secondary Level (Class 9-10)",""
"Female","251"
"Male","456"
"SLC and Equivalent",""
"Female","158"
"Male","310"
