"Population by Educational Attainment","Number"
"Beginners",""
"Female","95"
"Male","158"
"","253"
"Graduate and Equivalent",""
"Female","41"
"Male","215"
"","256"
"Intermediate and Equivalent",""
"Female","145"
"Male","412"
"","557"
"Level not Stated",""
"Female","166"
"Male","189"
"","355"
"Lower Secondary (Class 6-8)",""
"Female","1410"
"Male","2072"
"","3482"
"Non Formal Education",""
"Female","52"
"Male","39"
"","91"
"Others",""
"Female","7"
"Male","11"
"","18"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","45"
"","51"
"Primary Education (1-5 Class)",""
"Female","3384"
"Male","4016"
"","7400"
"Secondary Level (Class 9-10)",""
"Female","504"
"Male","1171"
"","1675"
"SLC and Equivalent",""
"Female","407"
"Male","1057"
"","1464"
