"Population by disability type","Number"
"Blind/low vision",""
"Female","44"
"Male","30"
"","74"
"Deaf/hard of hearing",""
"Female","37"
"Male","42"
"","79"
"Deaf-Blind",""
"Female","1"
"Male","4"
"","5"
"Intellectual disable",""
"Female","4"
"Male","1"
"","5"
"Mental disable",""
"Female","16"
"Male","29"
"","45"
"Multiple disable",""
"Female","7"
"Male","10"
"","17"
"No disability",""
"Female","19653"
"Male","18183"
"","37836"
"Physical",""
"Female","42"
"Male","87"
"","129"
"Speech problem",""
"Female","10"
"Male","16"
"","26"
