"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","6"
"Male","10"
"","16"
"Bangali",""
"Female","9"
"Male","10"
"","19"
"Baraee",""
"Female","375"
"Male","369"
"","744"
"Bin",""
"Female","679"
"Male","553"
"","1232"
"Brahman - Hill",""
"Female","70"
"Male","58"
"","128"
"Brahman - Tarai",""
"Female","73"
"Male","94"
"","167"
"Chamar/ Harijan/ Ram",""
"Female","686"
"Male","625"
"","1311"
"Chhetri",""
"Female","125"
"Male","143"
"","268"
"Damai/Dholi",""
"Female","9"
"Male","9"
"","18"
"Dhankar/ Dharikar",""
"Female","65"
"Male","52"
"","117"
"Dhanuk",""
"Female","1109"
"Male","1076"
"","2185"
"Dhobi",""
"Female","344"
"Male","319"
"","663"
"Dhunia",""
"Female","10"
"Male","6"
"","16"
"Dom",""
"Female","28"
"Male","25"
"","53"
"Dusadh/ Pasawan/ Pasi",""
"Female","184"
"Male","207"
"","391"
"Gaderi/Bhedihar",""
"Female","311"
"Male","267"
"","578"
"Gurung",""
"Female","140"
"Male","128"
"","268"
"Hajam/Thakur",""
"Female","313"
"Male","291"
"","604"
"Halwai",""
"Female","173"
"Male","181"
"","354"
"Kalwar",""
"Female","66"
"Male","65"
"","131"
"Kanu",""
"Female","60"
"Male","71"
"","131"
"Kathabaniyan",""
"Female","124"
"Male","123"
"","247"
"Kayastha",""
"Female","39"
"Male","34"
"","73"
"Kewat",""
"Female","4725"
"Male","4174"
"","8899"
"Khatwe",""
"Female","770"
"Male","673"
"","1443"
"Koiri/Kushwaha",""
"Female","10"
"Male","11"
"","21"
"Kumal",""
"Female","30"
"Male","34"
"","64"
"Kumhar",""
"Female","510"
"Male","457"
"","967"
"Kurmi",""
"Female","35"
"Male","33"
"","68"
"Lohar",""
"Female","54"
"Male","52"
"","106"
"Mali",""
"Female","133"
"Male","123"
"","256"
"Mallaha",""
"Female","335"
"Male","323"
"","658"
"Marwadi",""
"Female","45"
"Male","49"
"","94"
"Musahar",""
"Female","772"
"Male","712"
"","1484"
"Musalman",""
"Female","1635"
"Male","1466"
"","3101"
"Natuwa",""
"Female","55"
"Male","51"
"","106"
"Others",""
"Female","28"
"Male","15"
"","43"
"Punjabi/Sikh",""
"Female","45"
"Male","43"
"","88"
"Rajbansi",""
"Female","19"
"Male","15"
"","34"
"Rajput",""
"Female","318"
"Male","362"
"","680"
"Sanyasi/Dasnami",""
"Female","39"
"Male","33"
"","72"
"Sonar",""
"Female","32"
"Male","32"
"","64"
"Sudhi",""
"Female","426"
"Male","423"
"","849"
"Sunuwar",""
"Female","14"
"Male","10"
"","24"
"Tamang",""
"Female","6"
"Male","5"
"","11"
"Tatma/Tatwa",""
"Female","1083"
"Male","964"
"","2047"
"Teli",""
"Female","1051"
"Male","1053"
"","2104"
"Terai Others",""
"Female","1391"
"Male","1373"
"","2764"
"Thakuri",""
"Female","9"
"Male","5"
"","14"
"Tharu",""
"Female","153"
"Male","166"
"","319"
"Undefined Others",""
"Female","18"
"Male","17"
"","35"
"Yadav",""
"Female","1075"
"Male","1012"
"","2087"
